rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Liesel Schumann,GER,41.92,,1,Stuttgart,Jul 29
2,Käthe Graul,GER,41.89,,1,Lennep,Sep 10
3,Ottilie Fleischer,GER,41.57,,1,Stuttgart,Jul 9
4,Ellen Braumüller,GER,40.87,ex,-,Kassel,Jun 15
5,Augustine Hargus,GER,40.29,,1,Hamburg,Jul 23
6,Herma Bauma,AUT,40.23,,1,Wien,May 1
7,Ferdinanda 'Nan' Gindele,USA,39.68,,1,Chicago,Jun 30
8,Masako Shinpo,JPN,39.34,,1,Tokyo,Nov 1
9,Lisa Gelius,GER,39.32,,1,München,Jun 24
10,Gerda Link,GER,39.24,,3,Lennep,Sep 10
11,Marie-Elise Richters,GER,39.17,,2,Stuttgart,Jul 29
11,Sadako Yamamoto,JPN,39.17,,1,Nagoya,Sep 23
13,Hilde Reichwein,GER,38.36,,2,Berlin,Aug 13
14,Grete Busch,GER,38.32,,P,Weimar,Aug 20
15,Tamura,JPN,38.29,,2,Osaka,Jul 29
16,Gerda Stoyke,GER,38.05,,,Lennep,Sep 10
17,Margarete Kuhlmann,GER,38.01,,1,Hamburg,Jul 09
18,Grete Köhler,GER,38.00,,1,Leuna,Jun 18
19,Käthe Alpen,GER,37.75,,,Kiel,Jul 09
20,Gerda de Kock,NED,37.66,,1,Amsterdam,Aug 27
21,Lydia Eberhardt,GER,37.65,,4,Stuttgart,Jul 29
22,Elsie Wehmeyer,GER,37.53,,1,Minden,Sep 10
23,Ruth Svedberg,SWE,37.26,,1,Göteborg,Jun 03
24,Lavize-Puce Ida,LAT,37.24,,1,Riga,Aug 20
25,Erika Gröger,GER,37.04,,,Wittenberg,Jun 18
