rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Petra Felke,GDR,74.72,,1,Celje,May 5
2,Tiina Lillak,FIN,74.24,,1,Fresno,Apr 7
3,Anna Verouli,GRE,72.70,,1,Khánia,May 20
4,Antje Kempe-Zöllkau,GDR,72.16,,2,Celje,May 05
5,Fatima Whitbread,GBR,71.86,,1,Limassol,Apr 29
6,Maria-Caridad Colon,CUB,69.96,,1,Sofia,Jun 17
7,Tessa Sanderson,GBR,69.56,,1,Los Angeles,Aug 6
8,Tuula Laaksalo,FIN,67.64,,1,Saarijärvi,Jun 23
9,Zinaida Gavrilina,URS,67.00,,1,Donetsk,Sep 09
10,Elena Bugarova,TCH,66.56,,2,Nitra,Aug 26
11,Ingrid Thyssen,FRG,66.12,,1,Stuttgart,Jul 21
12,Mayra Villa,CUB,66.02,,1,La Habana,May 20
13,Genowefa Olejarz,POL,65.52,,1,Zabrze,May 20
14,Antoaneta Todorova,BUL,65.40,,2,Prague,Aug 16
15,Rositha Potreck,GDR,65.26,,3,Celje,May 05
15,Olga Chistyakova,URS,65.26,,2,Sochi,Jun 10
17,Trine Solberg,NOR,65.02,,1,Bratislava,May 26
18,Iris de Grasse,CUB,64.90,,1,Zinnowitz,May 13
19,Karin Smith,USA,64.68,,2,Tokyo,Sep 14
20,Natalya Kolenchukova,URS,64.26,,1,Moscow,Jul 20
21,Natalya Shikolenko,URS,63.64,,1,Minsk,Aug 17
22,Olga Gavrilova,URS,63.52,,2,Adler,Feb 25
23,Helena Laine,FIN,63.08,,1,Tampere,Jun 14
24,Beate Peters,FRG,63.02,,2,Düsseldorf,Jun 23
25,Fausta Quintavalla,ITA,62.92,,2,Madrid,May 27
