rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Elvira Ozolina,URS,55.76,,1,Yalta,Oct 4
2,Birute Kalediene,URS,55.37,,1,Philadelphia,Jul 18
3,Yelena Gorchakova,URS,54.67,,1,Yalta,Oct 10
4,Maya Makarova,URS,54.46,,Q,Krasnodar,Sep 13
5,Alevtina Shastitko,URS,54.33,,1,Wien,Aug 1
6,Urszula Figwer,POL,54.13,,2,Warsaw,Jun 28
7,Dana Zátopková,TCH,54.09,,2,Wien,Aug 1
8,Vlasta Peskova,TCH,53.98,,1,Prague,Sep 22
9,Olga Zuyeva,URS,53.80,,Q,Krasnodar,Sep 13
10,Valentina Dobroslavtseva,URS,52.75,,1,Budapest,Jun 21
11,Maria Grabowska,POL,52.19,,4,Warsaw,Jun 28
12,Aliide Tamm,URS,52.18,,1,Walka,Jul 26
13,Ursula Behr,GDR,52.04,,1,Budapest,Jul 12
14,Maria Diti,ROU,51.97,,1,Bucharest,Jun 24
15,Inge Schwalbe,GDR,51.66,,1,Cottbus,Aug 30
16,Tamara Tsvetkova,URS,51.60,,2,Nalchik,Apr 26
17,Ineze Jaunzeme,URS,51.28,,1,Riga,May 06
18,Charlotte Kipp,FRG,51.19,,1,Aachen,Sep 27
19,Galina Vysotskaya,URS,50.97,,1,Kiev,May 24
20,Marta Antal,HUN,50.84,,1,Budapest,May 24
21,Anna Pazera,AUS,50.73,,1,Sydney,Feb 28
22,Nadyezda Samoylova,URS,50.70,,1,Byelaya Tserkev,Jul 25
23,Yekaterina Voroshilo,URS,50.52,,1,Kiev,Sep 14
24,Erzsebeth Krebsne,HUN,50.48,,2,Budapest,May 24
25,Villia Bondare,URS,50.41,,1,Riga,Jul 07
