rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Steffi Nerius,GER,69.42,,1,Monaco,Aug 10
2,Felicia Tilea,ROU,69.26,,1,Bergen,Jun 28
3,Oksana Ovchinnikova,RUS,68.72,,1,Moscow,May 13
4,Heli Rantanen,FIN,67.94,,1,Atlanta,Jul 27
5,Trine Solberg-Hattestadt,NOR,67.06,,1,Oslo,Jul 05
6,Karen Forkel,GER,66.78,,1,Köln,Jun 23
7,Tanja Damaske,GER,66.62,,1,Helsinki,Jun 25
8,Li Lei,CHN,66.58,,1,Nanjing,May 05
9,Natalya Shikolenko,BLR,66.54,,1,Pietersburg,Apr 03
10,Xiomara Rivero,CUB,66.14,,1,Rieti,Sep 01
11,Silke Renk,GER,66.08,,2,Köln,Jun 23
12,Joanna Stone,AUS,65.84,,1,Townsville,Jun 09
13,Mikaela Ingberg,FIN,65.66,,1,Osaka,May 11
14,Louise McPaul,AUS,65.54,,2,Atlanta,Jul 27
15,Rita Ramanauskaite,LTU,65.46,,2,Lausanne,Jul 03
16,Isel Lopez,CUB,65.10,,3,Berlin,Aug 30
17,Yette Jeppesen,DEN,64.66,,1,Rio de Janeiro,May 04
18,Sonia Bisset,CUB,64.54,,1,Medellin,May 11
19,Nikola Tomecková,CZE,64.50,,2,Rio de Janeiro,May 04
20,Nadine Auzeil-Schoelkopf,FRA,64.10,,1,Evry-Bondoufle,Jun 23
21,Tessa Sanderson,GBR,64.06,,1,London,Jul 12
22,Taina Uppa,FIN,63.78,,2,Lappeenranta,Jul 14
23,Luo Zhonghua,CHN,63.46,,1,Guangzhou,Mar 24
24,Yvonne Reichardt,GER,63.44,,1,Freistett,Jul 07
25,Odeyme Palma,CUB,63.32,,2,Medellin,May 10
