rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Mirela Manjani,GRE,66.52,,1,Paris,Aug 30
2,Tatyana Shikolenko,RUS,66.00,,1,Tula,Aug 10
3,Paula Huhtaniemi,FIN,64.90,,1,Helsinki,Aug 10
4,Valeriya Zabruskova,RUS,64.49,,1,Tula,Jun 07
5,Steffi Nerius,GER,64.42,,1,Ulm,Jun 28
6,Osleidys Menendez,CUB,63.96,,1,La Habana,May 28
7,Mikaela Ingberg,FIN,63.55,,1,Lapinlahti,Jul 13
8,Yekaterina Ivakina,RUS,63.19,,2,Tula,Jun 07
9,Juan Xue,CHN,62.93,,3,Changsha,Oct 27
10,Laverne Eve,BAH,62.89,,2q1,Paris,Aug 28
11,Nikolett Szabó,HUN,62.88,,3,Monaco,Sep 13
12,Claudia Coslovich,ITA,62.70,,3,Firenze,Jun 21
13,Sarah Walter,FRA,62.53,,1,Strasbourg,Jun 26
14,Noraida Bicet,CUB,62.40,,1,La Habana,Jul 18
15,Ning Ma,CHN,62.38,,1,Shijiazhuang,Jun 06
16,Taina Kolkkala,FIN,61.96,,1,Lappeenranta,Aug 03
17,Ana Mirela Termure,ROU,61.91,,1,Bucharest,Aug 10
18,Iryna Kharun,UKR,61.82,,1,Sacramento,Jun 13
19,Oksana Gromova,RUS,61.12,,2,Gioia Tauro,Mar 01
20,Rita Ramanauskaite,LTU,60.87,,1,Kaunas,Aug 10
21,Kim Kreiner,USA,60.86,,1,Santo Domingo,Aug 07
22,Sonia Bisset,CUB,60.75,,2,La Habana,May 27
23,Jarmila Klimesová,CZE,60.54,,1,Bydgoszcz,Jul 19
24,Sabina Moya,COL,60.17,,4,Santo Domingo,Aug 07
