rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Marion Lüttge,GDR,59.70,,Q,Budapest,Sep 02
2,Elvira Ozolina,URS,58.86,,1,Minsk,Jul 31
3,Mihaela Penes,ROU,58.36,,1,Frechen,Jun 12
4,Valentina Popova,URS,57.83,,1,Moscow,May 29
5,Marta Rodas,HUN,57.72,,Q,Budapest,Sep 02
6,Ranae Bair,USA,57.58,,1,Berkeley,Jul 17
7,Maria Dubograyeva,URS,56.40,,1,Leselidze,Apr 23
8,Galina Skolozubova,URS,56.29,,2,Leningrad,Mar 19
9,Yelena Gorchakova,URS,55.96,,4,Budapest,Sep 03
10,Barbara Friedrich,USA,55.92,,2,Berkeley,Jul 17
11,Nina Marakina,URS,55.82,,1,Yalta,Oct 12
12,Ameli Koloska,FRG,55.50,,1,Wolfsburg,May 01
13,Vera Savenkova,URS,55.10,,1,Leningrad,May 12
13,Virve Poldsam,URS,55.10,,1,Tartu,May 14
15,Danuta Tarkowska,POL,54.68,,1,Katowice,Jul 17
16,Alevtina Kuhareva,URS,54.54,,1,Leningrad,Sep 24
17,Anneliese Gerhards,FRG,54.13,,1,Hannover,Aug 06
18,Natasa Urbancic,YUG,54.06,,1,Osljek,May 01
19,Misako Katayama,JPN,53.92,,1,Odawara,Jul 03
20,Maria Moskalenko,URS,53.86,,1,Riga,Oct 11
21,Lidya Yasinskaya,URS,53.54,,1,Yalta,May 11
22,Agnes Radnai,HUN,53.50,,1,Budapest,Jul 30
23,Marilena Ciurea,ROU,53.42,,1,Poiana Brasov,Aug 20
24,Eva Egger,AUT,53.33,,1,Vienna,Oct 22
25,Larisa Prizhankova,URS,53.18,,2,Minsk,May 14
