rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Elena Isinbaeva,RUS,5.06,,1,Zürich,Aug 28
2,Fabiana Murer,BRA,4.82,,1,Rio de Janeiro,Jun 07
3,Jennifer Stuczynski,USA,4.81,,1,New York City,May 30
4,Anna Rogowska,POL,4.80,,1,Bydgoszcz,Aug 01
5,Monika Pyrek,POL,4.78,,2,Berlin,Jun 14
6,Yuliya Golubchikova,RUS,4.70,,2,Roma,Jul 10
6,Svetlana Feofanova,RUS,4.70,,3,Roma,Jul 10
6,Silke Spiegelburg,GER,4.70,,1,Leverkusen,Jul 31
9,Anna Battke,GER,4.68,,5,Berlin,Jun 14
10,Aleksandra Kiryashova,RUS,4.65,,1,Tula,Aug 01
10,Chelsea Johnson,USA,4.65,,2,Berlin,Aug 17
12,Anastasiya Shvedova,RUS,4.60,,2,Cheboksary,Jul 25
12,Anna Giordano Bruno,ITA,4.60,,1,Milano,Aug 02
12,Kate Dennison,GBR,4.60,,3,Szczecin,Sep 15
15,Kristina Gadschiew,GER,4.58,,3,London,Jul 24
16,Becky Holliday,USA,4.56,,1,Karlsruhe,Jul 15
16,Tatyana Polnova,RUS,4.56,,1,Réthimno,Jul 20
18,Jirina Ptácniková,CZE,4.55,,1,Rehlingen,Jun 01
18,Stacy Dragila,USA,4.55,,3,"Eugene, OR",Jun 28
18,Jillian Schwartz,USA,4.55,,1,Donnas,Jul 12
21,Caroline Hingst,GER,4.53,,2,Rovereto,Sep 01
22,Yarisley Silva,CUB,4.50,,1,La Habana,May 23
22,Nikoléta Kiriakopoúlou,GRE,4.50,,1,Pescara,Jun 30
22,Nicole Büchler,SUI,4.50,,2,Beograd,Jul 10
22,Lisa Ryzih,GER,4.50,,1,Kaunas,Jul 18
22,Joanna Piwowarska,POL,4.50,,1,Kraków,Sep 05
1,Elena Isinbaeva,RUS,5.00,i,1,Donetsk,Feb 15
2,Jennifer Stuczynski,USA,4.83,i,1,Boston,Mar 01
3,Silke Spiegelburg,GER,4.75,i,2,Torino,Mar 07
3,Yuliya Golubchikova,RUS,4.75,i,1,Torino,Mar 07
