rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Chunzhen Zhang,CHN,4.05,,1,Guangzhou,Aug 10
2,Nicole Rieger,GER,3.90,,1,Berlin,Jul 21
2,Shao Jingwen,CHN,3.90,,2,Guangzhou,Aug 10
4,Sun Caiyun,CHN,3.83,,2,Guangzhou,Mar 24
5,Tang Cuiqiong,CHN,3.70,,1,Dalian,May 06
5,Yingling Huang,CHN,3.70,,2,Dalian,May 06
5,Tanja Cors,GER,3.70,,1,Holzminden,Jul 13
5,Cuiqiong Yong,CHN,3.70,,,Guangzhou,Aug 24
5,Xu Chunying,CHN,3.70,,,Hangzhou,Oct 12
5,Cai Weiyan,CHN,3.70,,,Hangzhou,Oct 12
5,Rong Zhu,CHN,3.70,,,Hangzhou,Oct 12
12,Andrea Müller,GER,3.60,,2,Ludwigshafen,Jun 02
12,Weili Wu,CHN,3.60,,3,Beijing,Jun 05
12,Ming Jia,CHN,3.60,,5,Beijing,Jun 05
12,Daniela Köpernick,GER,3.60,,2,Lübeck,Jul 06
12,Zheng Si,CHN,3.60,,1,Tangshan,Sep 23
12,Ziu Yang,CHN,3.60,,,Hangzhou,Oct 12
18,Natascha Schmidt,GER,3.51,,2,Bad Gandersheim,Aug 17
19,Susanne Shepherd,AUS,3.40,,1,Perth,Feb 02
19,Marina Andreyeva,URS,3.40,,1,Rostov on Don,Apr 20
