rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Emma George,AUS,4.59,,1,Brisbane,Mar 21
2,Daniela Bartova,CZE,4.51,,1,Bratislava,Jun 09
3,Stacy Dragila,USA,4.42,,1,"Pocatello, ID",May 06
4,Anzhela Balakhonova,UKR,4.40,,1,Vilamoura,May 30
5,Yelena Belyakova,RUS,4.38,,1,Uniondale,Jul 19
6,Melissa Price,USA,4.36,,1,Houston,May 23
6,Vala Flosadottir,ISL,4.36,,1,Sopot,Jun 13
8,Tatiana Grigorieva,AUS,4.35,,2,Brisbane,Mar 21
8,Nicole Rieger-Humbert,GER,4.35,,3,Cottbus,May 27
10,Nastja Ryzih,GER,4.32,,3,Zweibrücken,Jun 21
10,Zsuzsanna Szabo,HUN,4.32,,1,Warsaw,Sep 08
12,Monika Götz,GER,4.31,,1,Troisdorf,May 09
12,Janine Whitlock,GBR,4.31,,1,Bedford,May 30
12,Yvonne Buschbaum,GER,4.31,,3,Budapest,Aug 21
15,Elmarie Gerryts,RSA,4.30,sq,3,Jockgrim,Jun 22
16,Kellie Suttle,USA,4.27,,1,New Orleans,Jun 19
17,Sabine Schulte,GER,4.25,,1,Riesa,Aug 08
18,Caroline Ammel,FRA,4.23,,1,Paris,Jun 10
19,Melissa Mueller,USA,4.22,,1,Chapel Hill,May 10
19,Eszter Szemeredi,HUN,4.22,,2,Dresden,Jun 20
21,Thorey Edda Elisdottir,ISL,4.21,,1,Lerum,Aug 09
22,Cai Weiyan,CHN,4.20,,1,Chengdu,Apr 18
22,Daniela Köpernick,GER,4.20,,4,Hengelo,Jun 01
22,Gabriela Mihalcea,ROU,4.20,,1,Bucharest,Jun 21
25,Alejandra Garcia,ARG,4.16,,1,Buenos Aires,Apr 18
25,Amandine Homo,FRA,4.16,,1,Dreux,Jul 12
25,Francesca Dolcini,ITA,4.16,,1,Grosseto,Jul 29
25,Monique de Wilt,NED,4.16,,1,Amsterdam,Aug 07
1,Stacy Dragila,USA,4.48,i,1,Sindelfinden,Mar 08
2,Anzhela Balakhonova,UKR,4.45,i,1,Valencia,Mar 01
3,Vala Flosadottir,ISL,4.44,i,1,Eskilstuna,Feb 14
