rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Emma George,AUS,4.28,,1,Perth,Dec 17
2,Sun Caiyun,CHN,4.23,,1,Shenzhen,Nov 04
3,Daniela Bartova,CZE,4.21,,1,Salogtarjan,Sep 11
4,Andrea Müller,GER,4.18,,1,Zittau,Aug 05
5,Cai Weiyan,CHN,4.12,,2,Nanjing,Oct 23
6,Guiqing Zhong,CHN,4.08,,1,Taiyuan,May 18
7,Marina Andreyeva,RUS,4.05,,1,Moscow,Jun 17
8,Christine Adams,GER,4.02,,2,Duisburg,Jun 18
9,Melissa Price,USA,4.01,,1,Walnut,Jun 24
9,Nicole Rieger,GER,4.01,,1,Jockgrim,Jul 19
11,Daniela Köpernick,GER,4.00,,1,Frankfurt,May 25
11,Gabriela Mihalcea,ROU,4.00,,1,Bugeat,Jun 05
13,Sophie Zubiolo,BEL,3.95,,1,Jambes,Jul 02
13,Tanja Cors,GER,3.95,,1,Holzminden,Jul 23
15,Svetlana Abramova,RUS,3.90,,2,Moscow,Jun 17
15,Peng Xiaoming,CHN,3.90,,3,Nanjing,Oct 23
15,Chunzhen Zhang,CHN,3.90,,3,Shenzhen,Nov 05
18,Janet Zach,GER,3.85,,2,Sankt Peterburg,Jul 15
18,Marie Poissonnier,FRA,3.85,,1,St-Leger-des-Vignes,Oct 28
20,Nastja Ryzih,GER,3.81,,2,Bad Gandersheim,May 27
20,Sárka Mládková,CZE,3.81,,3,Ostrava,Jun 01
20,Vala Flosadottir,ISL,3.81,,1,Reykjavik,Aug 18
23,Nastja Ryzih,GER,3.80,,1,Forbach,Jun 23
23,Katharine Staples,GBR,3.80,,2,Gateshead,Jul 02
25,Sabine Schulte,GER,3.76,,1,Troisdorf,May 05
1,Marina Andreyeva,RUS,4.06,i,1,Volgograd,Feb 25
2,Gabriela Mihalcea,ROU,4.01,i,1,Bucharest,Mar 04
