rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Yelena Isinbayeva,RUS,4.92,,1,Brussels,Sep 03
2,Svetlana Feofanova,RUS,4.88,,1,Heraklion,Jul 04
3,Stacy Dragila,USA,4.83,,1,Ostrava,Jun 08
4,Tatyana Polnova,RUS,4.78,,2,Monaco,Sep 19
5,Monika Pyrek,POL,4.72,,2,Brussels,Sep 03
6,Anna Rogowska,POL,4.71,,1,Thessaloníki,Jul 19
7,Kellie Suttle,USA,4.67,,1,"Jonesboro, AR",Jun 16
8,Caroline Hingst,GER,4.66,,1,Karlsruhe,Jul 21
9,Andrea Dutoit,USA,4.60,,1,"Albuquerque, NM",May 01
9,Jillian Schwartz,USA,4.60,,1,Phoenix,May 14
9,Thorey Edda Elisdottir,ISL,4.60,,2,Madrid,Jul 17
12,Tracy O'Hara,USA,4.58,,1,San Luis Obispo,Jun 12
13,Chelsea Johnson,USA,4.57,,1,Palo Alto,Mar 27
13,Mary Sauer,USA,4.57,,1,Irvine,May 02
13,Anzhela Balakhonova,UKR,4.57,,1,Yalta,Jul 04
16,Anastasiya Ivanova,RUS,4.55,,1,Tula,Aug 01
17,Katerina Badurová,CZE,4.52,,1,Prague,Aug 07
18,Vanessa Boslak,FRA,4.51,,1,Noisy-le-Grand,Jun 08
19,Natalya Kushch,UKR,4.50,,1,Mariupol,Jun 22
20,Naroa Agirre,ESP,4.47,,2,Rivas,Jun 10
20,Yeoryia Tsiliggíri,GRE,4.47,,1,Spárti,Jul 07
20,Dana Ellis,CAN,4.47,,5,Brussels,Sep 03
23,Lindsay Taylor,USA,4.45,,1,"San Diego, CA",Jun 17
23,Shuying Gao,CHN,4.45,,5,Iráklio,Jul 04
23,April Steiner,USA,4.45,,5=,"Sacramento, CA",Jul 18
23,Pavla Hamackova,CZE,4.45,,2q1,Athens,Aug 21
1,Annika Becker,GER,4.68,i,2,Dortmund,Feb 04
2,Jillian Schwartz,USA,4.60,i,4,Budapest,Mar 06
