rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Jennifer Suhr,USA,4.91,,1,"Lyndonville, NY",Jun 14
2,Yarisley Silva,CUB,4.90,,1,Hengelo,Jun 08
3,Elena Isinbaeva,RUS,4.89,,1,Moskva,Aug 13
4,Silke Spiegelburg,GER,4.79,,1,Zürich,Aug 29
5,Jirina Ptácniková-Svobodová,CZE,4.76,,1,Plzen,Sep 04
6,Fabiana Murer,BRA,4.75,,1,Beckum,Aug 25
7,Anastasia Savchenko,RUS,4.73,,1,Yerino,Jun 15
8,Caroline Hingst,GER,4.71,,1,Göteborg,Jun 15
9,Mary Saxer,USA,4.70,,1,"Chula Vista, CA",Jun 06
9,Kylie Hutson,USA,4.70,,1,"Terre Haute, IN",Jun 15
9,Angelina Zhuk-Krasnova,RUS,4.70,,1,Tampere,Jul 13
12,Martina Strutz,GER,4.65,,1,Ulm,Jul 06
12,Nikoléta Kiriakopoúlou,GRE,4.65,,1,Athína,Jul 20
12,Ling Li,CHN,4.65,,1,Shenyang,Sep 08
15,Nicole Büchler,SUI,4.61,,3,Luzern,Jul 17
15,Kristina Gadschiew,GER,4.61,,1,Rovereto,Sep 03
17,Holly Bleasdale,GBR,4.60,,1,"Phoenix, AZ",May 17
17,Tori Pena,IRL,4.60,,2,"Chula Vista, CA",Jun 06
17,Svetlana Feofanova,RUS,4.60,,2,Hengelo,Jun 08
17,Marion Lotout,FRA,4.60,,1,Grenoble,Jun 12
17,Anzhelika Sidorova,RUS,4.60,,2,Tampere,Jul 13
17,Anna Rogowska,POL,4.60,,1,Slupsk,Jul 17
23,Becky Holliday,USA,4.55,,3,"Des Moines, IA",Jun 23
23,Angelica Bengtsson,SWE,4.55,,3,Tampere,Jul 13
23,Lisa Ryzih,GER,4.55,,4,Jockgrim,Jul 23
1,Jennifer Suhr,USA,5.02,i,1,"Albuquerque, NM",Mar 02
2,Holly Bleasdale,GBR,4.77,i,1,Sheffield,Feb 09
3,Kylie Hutson,USA,4.75,i,2,"Albuquerque, NM",Mar 02
