rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Sandi Morris,USA,5.00,,1,Bruxelles,Sep 09
2,Fabiana Murer,BRA,4.87,,1,São Bernardo do Campo,Jul 03
3,Ekateríni Stefanídi,GRE,4.86,,1,Athína,Jun 08
4,Yarisley Silva,CUB,4.84,,1,"Birmingham, GBR",Jun 05
5,Jennifer Suhr,USA,4.82,,1c2,"San Marcos, TX",Apr 30
6,Alana Boyd,AUS,4.81,,1,Sippy Downs,Jul 02
7,Eliza McCartney,NZL,4.80,,1,Dunedin,Mar 05
8,Nicole Büchler,SUI,4.78,,2,Doha,May 06
9,Nikoléta Kyriakopoúlou,GRE,4.75,,2,Roma,Jun 02
10,Lisa Ryzih,GER,4.73,,1,Jockgrim,Jul 19
11,Kylie Hutson,USA,4.70,,1,"Phoenix, AZ",Jun 11
11,Martina Strutz,GER,4.70,,1,Kassel,Jun 18
11,Kristen Brown,USA,4.70,,1c1,"Chula Vista, CA",Jun 26
11,Lexi Weeks,USA,4.70,,3,"Eugene, OR",Jul 10
11,Holly Bradshaw,GBR,4.70,,5,Rio de Janeiro,Aug 19
16,Jirina Ptácníková,CZE,4.65,,1,Praha,Jun 02
16,Ekateríni Kiriakopoúlou,GRE,4.65,,2,Pátra,Jun 18
16,Kristen Hixson,USA,4.65,,1c2,"Chula Vista, CA",Jun 18
16,Angelica Bengtsson,SWE,4.65,,3,Amsterdam,Jul 09
16,Maryna Kylypko,UKR,4.65,,1,Trani,Sep 03
21,Megan Clark,USA,4.63,,1,"Durham, NC",Apr 22
21,Ling Li,CHN,4.63,,4,Doha,May 06
23,Michaela Meijer,SWE,4.62,,1,Renders,Jun 04
24,Alysha Newman,CAN,4.61,,1,"London, CAN",Jul 28
25,Annika Roloff,GER,4.60,,1,Landau,Jun 28
25,Morgan Leleux,USA,4.60,,4,"Eugene, OR",Jul 10
25,Katie Nageotte,USA,4.60,,5,"Eugene, OR",Jul 10
