rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Anzhelika Sidorova,ANA,4.95,,1f,Doha (QAT),Sep 29
2,Jennifer Suhr,USA,4.91,,1,"Austin, TX (USA)",Mar 30
3,Sandi Morris,USA,4.90,,2f,Doha (QAT),Sep 29
4,Eliza McCartney,NZL,4.85,,1,Hastings (NZL),Jan 26
4,Katerina Stefanidi,GRE,4.85,,3f,Doha (QAT),Sep 29
6,Katie Nageotte,USA,4.82,,1,Lausanne (SUI),Jul 04
6,Alysha Newman,CAN,4.82,,1,Paris (FRA),Aug 24
8,Holly Bradshaw,GBR,4.80,,4f,Doha (QAT),Sep 29
8,Angelica Bengtsson,SWE,4.80,,6f,Doha (QAT),Sep 29
10,Yarisley Silva,CUB,4.75,,1,Lima (PER),Aug 08
11,Olivia Gruver,USA,4.73,,1,"Palo Alto, CA (USA)",Mar 29
11,Tina utej,SLO,4.73,,1,Velenje (SLO),Sep 15
13,Ling Li,CHN,4.72,,2,Shanghai (CHN),May 18
13,Nikoleta Kiriakopoulou,GRE,4.72,,2,Shanghai (CHN),May 18
15,Michaela Meijer,SWE,4.70,,1,Göteborg (SWE),Jun 28
15,Huiqin Xu,CHN,4.70,,3,Jockgrim (GER),Jul 17
15,Emily Grove,USA,4.70,,2,"Omaha, NE (USA)",Aug 01
15,Iryna Zhuk,BLR,4.70,,1,Minsk (BLR),Aug 30
15,Robeilys Peinado,VEN,4.70,,5,Bruxelles (BEL),Sep 06
15,Ninon Guillon-Romarin,FRA,4.70,,2,Beckum (GER),Sep 08
21,Annie Rhodes-Johnigan,USA,4.65,,1,"Torrance, CA (USA)",Apr 20
22,Angelina Krasnova,RUS,4.61,,2,Cheboksary (RUS),Jul 25
23,Elizaveta Parnova,AUS,4.60,,1,Townsville (AUS),Jun 28
23,Irina Ivanova,RUS,4.60,,1,Chelyabinsk (RUS),Jul 12
23,Daylis Caballero Vega,USA,4.60,,5,"Des Moines, IA (USA)",Jul 28
23,Lisa Ryzih,GER,4.60,,1,Berlin (GER),Aug 03
23,Angelica Moser,SUI,4.60,,8q1,Doha (QAT),Sep 27
1,Anzhelika Sidorova,ANA,4.91,i,1,Madrid (ESP),Feb 08
2,Katie Nageotte,USA,4.86,i,1,"Boston, MA (USA)",Jan 26
