rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Jennifer Suhr,USA,4.91,,1,"Rochester, NY",Jul 26
2,Fabiana Murer,BRA,4.85,,1,Daegu,Aug 30
3,Martina Strutz,GER,4.80,,2,Daegu,Aug 30
4,Elena Isinbaeva,RUS,4.76,,1,Stockholm,Jul 29
5,Anna Rogowska,POL,4.75,,1,Stockholm,Jun 18
5,Silke Spiegelburg,GER,4.75,,2,Stockholm,Jun 18
5,Svetlana Feofanova,RUS,4.75,,3,Daegu,Aug 30
5,Yarisley Silva,CUB,4.75,,1,"Guadalajara, MEX",Oct 24
9,Nikoléta Kiriakopoúlou,GRE,4.71,,4,London,Aug 05
10,Holly Bleasdale,GBR,4.70,,2,Mannheim,Jul 02
11,Kylie Hutson,USA,4.65,,1,"Eugene, OR",Jun 26
11,Caroline Hingst,GER,4.65,,2,Beckum,Jul 31
11,Aleksandra Kiryashova,RUS,4.65,,1,Shenzhen,Aug 19
11,Jirina Ptácniková,CZE,4.65,,7,Daegu,Aug 30
15,Tina utej,SLO,4.61,,1,"Athens, GA",May 14
15,Kate Dennison,GBR,4.61,,2,Barcelona,Jul 22
17,Alana Boyd,AUS,4.60,,1,Perth,Mar 04
17,Mary Saxer,USA,4.60,,1,"Seattle, WA",Jul 09
17,Kristina Gadschiew,GER,4.60,,3,Kassel,Jul 23
17,Monika Pyrek,POL,4.60,,2,Bydgoszcz,Aug 12
21,Angelica Bengtsson,SWE,4.57,,1,Tallinn,Jul 23
22,Becky Holliday,USA,4.55,,1,"Chula Vista, CA",Jun 16
23,Dailis Caballero,CUB,4.51,,2,La Habana,Feb 25
24,Jillian Schwartz,ISR,4.50,,1,Tel Aviv,Apr 30
24,Nicole Büchler,SUI,4.50,,1,Bern,Jun 25
24,Tatyana Polnova,RUS,4.50,,4,Szczecin,Jun 25
24,Lacy Janson,USA,4.50,,3,"Eugene, OR",Jun 26
24,Anastasiya Shvedova,BLR,4.50,,1,Tel Aviv,Jul 06
24,Anna Giordano Bruno,ITA,4.50,,1,Vicenza,Jul 10
24,Anna Battke,GER,4.50,,2=,Karlsruhe,Jul 12
24,Maria Eleonor Tavares,POR,4.50,,1,Albi,Jul 29
24,Marion Lotout,FRA,4.50,,2,Albi,Jul 29
24,Julia Hütter,GER,4.50,,2,Mannheim,Aug 13
1,Elena Isinbaeva,RUS,4.85,i,1,Donetsk,Feb 12
1,Anna Rogowska,POL,4.85,i,1,Paris-Bercy,Mar 06
3,Silke Spiegelburg,GER,4.76,i,1,Karlsruhe,Feb 13
