rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Emma George,AUS,4.55,,1,Melbourne,Feb 20
2,Stacy Dragila,USA,4.45,,1,Modesto,May 10
2,Anzhela Balakhonova,UKR,4.45,,1,Iglesias,Sep 07
4,Daniela Bartova,CZE,4.40,,1,Prague,Jun 18
5,Janet Zach,GER,4.31,,1,Recklinghausen,May 30
6,Andrea Müller,GER,4.30,,1,Worms,May 31
6,Cai Weiyan,CHN,4.30,,2,Catania,Aug 29
8,Janine Whitlock,GBR,4.23,,1,Salgótarján,Sep 17
9,Caroline Ammel,FRA,4.21,,1,Bondoufle,Oct 04
10,Eszter Szemeredi,HUN,4.20,,3,Prague,Jun 18
10,Sun Caiyun,CHN,4.20,,2,Shanghai,Oct 23
12,Yelena Belyakova,RUS,4.15,,1,Celje,May 18
12,Marie Poissonnier,FRA,4.15,,1,Clarmont-Ferrand,Jun 24
12,Monika Götz,GER,4.15,,1,Troisdorf,Jul 19
12,Peng Xiaoming,CHN,4.15,,3,Shanghai,Oct 23
16,Daniela Köpernick,GER,4.11,,2,Weissach b Backn,Jul 27
17,Nicole Rieger,GER,4.10,,2,Worms,May 31
17,Nastja Ryzih,GER,4.10,,3,Luzern,Jun 24
17,Svetlana Abramova,RUS,4.10,,3,Villeneuve d'Ascq,Jun 29
17,Vala Flosadottir,ISL,4.10,,1,Gävle,Jun 30
17,Doris Auer,AUT,4.10,,3,Catania,Aug 29
17,Sabine Schulte,GER,4.10,,4=,Catania,Aug 29
17,Guiqing Zhong,CHN,4.10,,4,Shanghai,Oct 23
24,Melissa Price,USA,4.06,,1,Fresno,Apr 05
25,Zsuzsanna Szabo,HUN,4.05,,1,Budapest,Jun 21
25,Pascale Bourguignon,FRA,4.05,,2,Mulhouse,Jun 22
25,Qin Xia,CHN,4.05,,5,Shanghai,Oct 23
1,Cai Weiyan,CHN,4.35,i,3,Paris,Mar 09
2,Eszter Szemeredi,HUN,4.32,i,1,Budapest,Jan 31
3,Sun Caiyun,CHN,4.20,i,4,Paris,Mar 09
3,Vala Flosadottir,ISL,4.20,i,2,Reykjavik,Jan 26
