rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Yelena Isinbayeva,RUS,5.01,,1,Helsinki,Aug 12
2,Anna Rogowska,POL,4.83,,2,Brussels,Aug 26
3,Monika Pyrek,POL,4.70,,1,Biala Podlaska,Jun 25
4,Tracy O'Hara,USA,4.60,,1,"Palo Alto, CA",May 30
4,Stacy Dragila,USA,4.60,,2,Lausanne,Jul 05
4,Vanessa Boslak,FRA,4.60,,1,Angers,Jul 15
7,Jillian Schwartz,USA,4.55,,1c2,"Modesto, CA",May 07
7,Tatyana Polnova,RUS,4.55,,3,Paris-Charlety,Sep 03
9,Shuying Gao,CHN,4.53,,1,Incheon,Sep 02
10,Pavla Hamackova,CZE,4.51,,1,Prague,Jun 27
10,Dana Ellis,CAN,4.51,,1,Winnipeg,Jul 15
12,Caroline Hingst,GER,4.50,,2,Firenze,Jun 18
13,Afroditi Skafida,GRE,4.48,,1,Athens,Jun 11
13,Silke Spiegelburg,GER,4.48,,2,Münster,Aug 25
15,Janine Whitlock,GBR,4.47,,3=,London (CP),Jul 22
15,Tatiana Grigorieva,AUS,4.47,,6,London (CP),Jul 22
17,Kelsey Hendry,CAN,4.46,,1,Saskatoon,Jul 12
18,Mary Sauer,USA,4.45,,2c2,"Modesto, CA",May 07
18,April Steiner,USA,4.45,,1jo,"New York, NY",Jun 11
18,Kirsten Belin,SWE,4.45,,1,Sollentuna,Jun 28
18,Krisztina Molnár,HUN,4.45,,1,Debrecen,Jul 06
18,Thorey Edda Elisdottir,ISL,4.45,,2,Madrid,Jul 16
18,Naroa Agirre,ESP,4.45,,4,Paris-Charlety,Sep 03
24,Kellie Suttle,USA,4.41,,1,"Oxford, MS",Apr 09
25,Lindsay Taylor,USA,4.40,,4,"Carson, CA",May 22
25,Natalya Kushch,UKR,4.40,,1,Yalta,May 27
25,Anzhela Balakhonova,UKR,4.40,,2,Villeneuve-d'Ascq,Jun 12
25,Fabiana Murer,BRA,4.40,,1,Porto Alegre,Jul 09
25,Yuliya Golubchikova,RUS,4.40,,2,Tula,Jul 10
25,Anastasiya Kiryanova,RUS,4.40,,1,Tula,Jul 23
25,Yingying Zhao,CHN,4.40,,1,Nanjing,Oct 20
25,Jing Yang,CHN,4.40,,2,Nanjing,Oct 20
25,Kym Howe-Nadin,AUS,4.40,,1,Perth,Dec 10
1,Monika Pyrek,POL,4.70,i,3,Donetsk,Feb 12
1,Svetlana Feofanova,RUS,4.70,i,2,Birmingham,Feb 18
3,Caroline Hingst,GER,4.65,i,4,Madrid,Mar 06
