rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Rick Wohlhuter,USA,1.43.4,*,1,Eugene,Jun 8
2,John Kipkurgat,KEN,1.43.91,,1,Christchurch,Jan 29
3,Luciano Susanj,YUG,1.44.07,,1,Rome,Sep 4
4,Michael Boit,KEN,1.44.18,,1,Zürich,Aug 16
5,John Walker,NZL,1.44.92,,3,Christchurch,Jan 29
6,Danie Malan,RSA,1.45.2,,1,Paarl,Mar 9
7,Filbert Bayi,TAN,1.45.32,,4,Christchurch,Jan 29
8,Andy Carter,GBR,1.45.57,,2s1,Christchurch,Jul 27
9,James Robinson,USA,1.45.7,,3,Westwood,Jun 22
10,Steve Ovett,GBR,1.45.77,,2,Rome,Sep 4
11,Markku Taskinen,FIN,1.45.89,,3,Rome,Sep 04
12,Gheorghe Ghipu,ROU,1.45.9,,1,Athens,Jul 11
13,Mark Robinson,USA,1.46.0,,4,Westwood,Jun 22
13,Robert Ouko,KEN,1.46.0,,1,Oslo,Jul 04
13,Dieter Fromm,GDR,1.46.0,,2,Berlin,Aug 21
16,Vladimir Ponomaryev,URS,1.46.02,,4,Rome,Sep 04
17,Marcello Fiasconaro,ITA,1.46.1,,1,Formia,Aug 25
18,Gerhard Stolle,GDR,1.46.19,,5,Rome,Sep 04
19,Daniel Omwanza,KEN,1.46.2,,3s1,Christchurch,Jul 27
19,Keith Francis,USA,1.46.2,,5,Westwood,Jun 22
19,Byron Dyce,USA,1.46.2,,6,Westwood,Jun 22
22,Phil Lewis,GBR,1.46.26,,4s1,Christchurch,Jan 27
23,Peter Watson,AUS,1.46.3,,3,Christchurch,Jan 20
24,Willi Wülbeck,FRG,1.46.31,,8,Rome,Sep 04
25,William Hooker,AUS,1.46.4,,3s2,Christchurch,Jan 27
26,Josef Schmid,FRG,1.46.40,,2,Helsinki,Jun 26
