rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Harry Jerome,CAN,9.1,,1,Edmonton,Jul 15
2,George Anderson,USA,9.3,,1,Coral Gables,Jan 8
2,Gary Holdsworth,AUS,9.3,,1,Melbourne,Mar 6
2,Lennox Miller,JAM,9.3,,1,Los Angeles,Mar 19
2,Edwin Roberts,TRI,9.3,,1,Quantico,May 7
2,Charles Greene,USA,9.3,,1,Columbia,May 14
2,Tommie Smith,USA,9.3,,1,San Jose,May 21
2,Paul Nash,RSA,9.3,,1,Mainz,Jul 27
2,Jim Hines,USA,9.3,,1,Houston,Dec 16
10,El Smith,USA,9.4,,2,Coral Gables,Jan 8
10,Gregory Lewis,AUS,9.4,,2,Melbourne,Mar 06
10,Rene Matison,USA,9.4,,1,San Diego,Mar 19
10,Kirk Clayton,USA,9.4,,1,Baton Rouge,Apr 09
10,John Moon,USA,9.4,,2,Quantico,May 07
10,Carl Hight,USA,9.4,,1,Athens,May 14
10,Lloyd Beasley,USA,9.4,,1,Shawnee,May 14
10,Darel Newman,USA,9.4,,1h,Fresno,May 14
10,Lionel Urgan,USA,9.4,,1,Durham,May 17
10,Jim Freeman,USA,9.4,,1,Richmond,May 21
10,Henry Williams,USA,9.4,,1,Toledo,May 21
10,John Briggs,USA,9.4,,1,"Moscow, ID",May 21
10,Jim Lee,USA,9.4,,2h,Bloomimgton,Jun 16
10,Norm Jackson,USA,9.4,,3sf,Bloomimgton,Jun 17
10,Lynn Headley,JAM,9.4,,4sf,Bloomimgton,Jun 17
10,Thomas Robinson,BAH,9.4,,2,Kingston,Aug 06
