rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Adrian Talley,USA,9.6,,1,Los Angeles,Apr 11
1,Robert Packard,USA,9.6,,1,Clemson,Apr
1,Robert Grieve,USA,9.6,,1,Champaign,Apr 17
1,Gene Davis,USA,9.6,,1,Lafayette,Apr
1,Henry Gonzalez,USA,9.6,,1,Taft,Apr
1,Eric Grimbeek,RSA,9.6,A,1,Pretoria,May 8
1,William Clifford,USA,9.6,,1,South Bend,May 8
1,Maede Smith,USA,9.6,,1,Independence,May
1,Sam Stoller,USA,9.6,,1,Champaign,May 15
1,Milton Holt,USA,9.6,,1,,
1,John Cumberbath,TRI,9.6,,,Georgetown,
1,Delmer Brown,USA,9.6,,1,Commerce,May 15
1,Norwood Ewell,USA,9.6,,1,Harrisburg,May 22
1,John Terpko,USA,9.6,,1,Troy,May 22
1,Ray Dean,USA,9.6,,1,Palo Alto,May 22
1,Robert Collier,USA,9.6,,1,South Bend,May 29
1,Sigurd Nielson,CAN,9.6,,1,St. John,Sep 22
1,Morris Vandecar,RSA,9.6,A,1,Krugersdorp,Sep 25
1,John Waite,RSA,9.6,,1,Benoni,Oct 16
20,James Rankin,RSA,9.7,A,1,Krugersdorp,Feb 27
20,Allan Tolmich,USA,9.7,,1,Austin,Apr 03
20,Morris Pollock,USA,9.7,e,3,Los Angeles,Apr 10
20,Harold Sinclair,USA,9.7,,1,Los Angeles,Apr 17
20,Eulace Peacock,USA,9.7,,1h1,Philadelphia,Apr 24
20,Theodore Ellison,USA,9.7,,1,"Kentfield, CA",May 08
