rank,name,nat,perf_0,perf_1,perf_2,city,date
1,W.G. Knapp,USA,9.8,,1,Princeton,Apr 22
1,Charles Burroughs,USA,9.8,,1,Chicago,Jun
1,John H. Rush,USA,9.8,,1,Chicago,Jun 18
1,Charles Thomas,GBR,9.8,,1,Abergavemey,Aug 3
5,James Maybury,USA,9.9,e,2,Chicago,Jun 18
5,Maxie Long,USA,9.9,e,3,Chicago,Jun 18
7,Sittinger,AUT,10.0,,1,Wien,May 8
7,Frank Jarvis,USA,10.0,,1,Princeton,May 14
7,Walter Tewksbury,USA,10.0,,1,Philadelphia,May 21
7,A.E. Cortenius,USA,10.0,,1,Amherst,May 21
7,A.W. Robinson,USA,10.0,,1s,Berkeley Oval,May 28
7,Arthur Duffey,USA,10.0,,1,Berkeley Oval,Jun 10
7,Reginald Wadsley,GBR,10.0,,1,Stamford Bridge,Jun 18
7,Claude Jupp,GBR,10.0,,1,Stamford Bridge,Jun 25
7,Norman Morgan,IRL,10.0,,1,Widnes,Jul 9
7,Ernö Schubert,HUN,10.0,,1,Budabest,Jul 24
7,Arthur H. Kent,USA,10.0,,1,Brooklyn,Sep 5
7,G.W. Williams,USA,10.0,,1,Haverhill,Sep 5
7,Frank Stephens,CAN,10.0,,1,Charlottestown,Sep 10
7,J.C. McKenzie,CAN,10.0,,1,Ottawa,Sep 17
7,F.B. Irwin,CAN,10.0,,1,Ottawa,Sep 17
7,Stanley Rowley,AUS,10.0,,1,Sydney,Oct 3
7,C. Rodgers,AUS,10.0,,2,Sydney,Oct 3
7,Alvin Kraenzlein,USA,10.0,,,,
7,Alfred Downer,GBR,10.0,,,Glasgow,
7,Philip Blignaut,RSA,10.0,,,,
7,Norman Pritchard,IND,10.0,,,,
