rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Willie McGee,USA,9.1,,1s,Houston,May 8
2,Harrington Jackson,USA,9.2,A,1,El Paso,Mar 28
2,Melvin Gray,USA,9.2,,1,Des Moines,Apr 24
2,John Carlos,USA,9.2,,1,Philadelphia,Apr 25
2,Robert Taylor,USA,9.2,,1h,Houston,May 8
2,Earl Harris,USA,9.2,,1,Baton Rouge,May 9
2,Ivory Crockett,USA,9.2,,2s,Wichita,Jun 13
2,James Green,USA,9.2,,1s,Wichita,Jun 13
2,Douglas Hawken,USA,9.2,,4s,Wichita,Jun 13
10,Gerald Tinker,USA,9.3,,1,Miami,Jan 1
10,Ben Vaughan,USA,9.3,,2,Miami,Jan 1
10,Warren Edmonson,USA,9.3,,1,Cupertino,Feb 21
10,Isaac Curtis,USA,9.3,,1,Berkeley,Mar 14
10,Kirk Clayton,USA,9.3,,2,Berkeley,Mar 14
10,Rockie Woods,USA,9.3,,1,College Station,Apr 18
10,Robert Bradley,USA,9.3,,1h,Plainview,Apr 24
10,Michael Linden,USA,9.3,,2s2,Houston,May 08
10,William Polk,USA,9.3,,3s2,Houston,May 08
10,John Bramer,USA,9.3,,1,Petersburg,May 09
10,Eddie Hart,USA,9.3,,1,West Los Angeles,May 15
10,Charles Greene,USA,9.3,,3,Bakersfield,Jun 26
22,Gary Eddy,AUS,9.4,,,Melbourne,Jan 24
22,Royce Ford,USA,9.4,,,Cupertino,Feb 21
22,Willie Harrison,USA,9.4,,,Fort Worth,Feb 28
22,Gene Pouncey,USA,9.4,,,Dallas,Mar 14
