rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Sydney McLaughlin,USA,52.75,,1,"Knoxville, TN (USA)",May 13
2,Shamier Little,USA,53.32,,1,Toronto (CAN),Aug 12
3,Janieve Russell,JAM,53.46,,2,Lausanne (SUI),Jul 05
4,Dalilah Muhammad,USA,53.65,,1,Oslo (NOR),Jun 07
5,Georganne Moline,USA,53.90,,3,Lausanne (SUI),Jul 05
6,Léa Sprunger,SUI,54.33,,1,Berlin (GER),Aug 10
7,Anna Yaroshchuk-Ryzhykova,UKR,54.47,,3f1,Ostrava (CZE),Sep 09
8,Kemi Adekoya,BRN,54.48,,1,Jakarta (INA),Aug 27
9,Sage Watson,CAN,54.55,,3,Oslo (NOR),Jun 07
10,Wenda Nel,RSA,54.61,,2h2,Gold Coast (AUS),Apr 10
11,Ashley Spencer,USA,54.66,,3,Luzern (SUI),Jul 09
12,Leah Nugent,JAM,54.67,,1,Kingston (JAM),Jun 09
13,Eilidh Doyle,GBR,54.80,,1h1,Gold Coast (AUS),Apr 10
14,Rhonda Whyte,JAM,54.90,,3,Kingston (JAM),Jun 22
15,Cassandra Tate,USA,54.94,,2,Praha (CZE),Jun 04
16,Yadisleidis Pedroso,ITA,54.98,,1f1,Genève (SUI),Jun 09
17,Glory Onome Nathaniel,NGR,55.01,,3h2,Gold Coast (AUS),Apr 10
18,Zenéy Van Der Walt,RSA,55.05,,2,Pretoria (RSA),Mar 17
19,Rushell Clayton,JAM,55.08,,4,Kingston (JAM),Jun 22
20,Zundike Rodriguez,MEX,55.11,,2,Barranquilla (COL),Jul 31
21,Zurian Hechavarría,CUB,55.13,,3,Barranquilla (COL),Jul 31
22,Sparkle McKnight,TTO,55.15,,2h1,Gold Coast (AUS),Apr 10
23,Ayomide Folorunso,ITA,55.16,,4,Roma (ITA),May 31
23,Zuzana Hejnová,CZE,55.16,,5,Oslo (NOR),Jun 07
25,Hanne Claes,BEL,55.20,,1,Bruxelles (BEL),Jul 08
