rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Melaine Walker,JAM,52.42,,1,Berlin,Aug 20
2,Lashinda Demus,USA,52.63,,1,Monaco,Jul 28
3,Josanne Lucas,TRI,53.20,,3,Berlin,Aug 20
4,Kaliese Spencer,JAM,53.56,,4,Berlin,Aug 20
5,Tiffany Williams,USA,53.83,,5,Berlin,Aug 20
6,Angela Morosanu,ROU,53.95,,1r1,Bucuresti,Aug 02
7,Natalya Antyukh,RUS,54.11,,6,Berlin,Aug 20
8,Sheena Tosta,USA,54.19,,1,Belém,May 24
9,Anna Jesien,POL,54.31,,1,Roma,Jul 10
10,Anastasiya Rabchenyuk,UKR,54.49,,2sf2,Berlin,Aug 18
11,Muizat Ajoke Odumosu,NGR,54.80,,1,Abuja,Jul 25
12,Yuliya Pechonkina,RUS,54.86,,1,Cheboksary,Jul 24
13,Nickiesha Wilson,JAM,54.89,,3sf3,Berlin,Aug 18
14,Zuzana Hejnová,CZE,54.90,,7,Monaco,Jul 28
15,Vania Stambolova,BUL,55.14,,1,Beograd,Jul 09
16,Natasha Danvers,GBR,55.19,,1r2,New York City,May 30
17,Perri Shakes-Drayton,GBR,55.26,,1,Kaunas,Jul 18
18,Eilidh Child,GBR,55.32,,2,Kaunas,Jul 18
19,Jana Pittman-Rawlinson,AUS,55.34,,2r1,Luzern,Jul 15
20,Nicole Leach,USA,55.39,,1,"Fayetteville, AR",Jun 12
21,Xiaoxiao Huang,CHN,55.40,,4sf1,Berlin,Aug 18
22,Kou Luogon,LBR,55.55,,3,Baie Mahault,May 01
23,Ekaterina Bikert,RUS,55.56,,1,Sochi,May 31
24,Elena Churakova,RUS,55.62,,2,Tula,Aug 02
25,Ebony Collins,USA,55.64,,4,"Eugene, OR",Jun 27
