rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Ellen Neumann,GDR,54.79,,1,Jena,Aug 07
2,Natalya Tsiruk,URS,55.49,,1,Moscow,Sep 18
3,Anna Kastetskaya,URS,55.51,,1,Leningrad,Jul 11
4,Petra Pfaff,GDR,55.54,,2,Jena,Aug 07
5,Tatyana Zubova,URS,55.58,,2,Moscow,Sep 18
6,Genowefa Nowaczyk-Blaszak,POL,55.78,,1,Frankfurt,Jul 05
7,Birgitt Sonntag,GDR,55.90,,2,Bucharest,Jul 25
8,Anne Louise Skoglund,SWE,56.00,,1,Göteborg,Aug 11
9,Nadyezhda Asenova,BUL,56.28,,1,Sofia,Jul 12
10,Charmaine Fick-Mennigke,RSA,56.36,A,1,Pretoria,May 02
11,Sandy Myers,USA,56.38,A,1,Colorado Springs,Jul 22
12,Sylvia Kirchner,GDR,56.41,,1,Utrecht,Aug 23
13,Yvette Wray,GBR,56.46,,1,Oslo,Jul 11
14,Ina van Rensburg,RSA,56.47,A,2,Pretoria,May 02
15,Dana Wildova,TCH,56.66,,1,Ostrava,Jun 03
16,Christine Warden,GBR,56.75,,1,London,Jul 25
16,Sabine Everts,FRG,56.75,,1,Hamburg,Sep 12
18,Lyn Foreman,AUS,56.91,,1,Adelaide,Mar 22
19,Yelena Filipishina,URS,56.92,,1,Leningrad,Jul 26
20,Anita Lauvensteine,URS,56.93,,2,Utrecht,Aug 23
21,Yekaterina Fesenko,URS,57.09,,4,Moscow,Sep 18
22,Tammy Etienne,USA,57.10,,1s1,Austin,May 29
23,Hilde Fredriksen,NOR,57.15,,2,Göteborg,Jun 15
24,Anne Michel,BEL,57.16,,1h2,Bucharest,Jul 24
24,Heike Bessler,GDR,57.16,,4,Jena,Aug 07
