rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Faní Halkiá,GRE,52.77,,1s2,Athens,Aug 22
2,Sheena Johnson,USA,52.95,,1,Sacramento,Jul 11
3,Yuliya Pechonkina,RUS,53.31,,1s1,Athens,Aug 22
4,Ionela Tirlea-Manolache,ROU,53.32,,2s2,Athens,Aug 22
5,Brenda Taylor,USA,53.36,,2,Sacramento,Jul 11
6,Tetiana Tereschuk-Antipova,UKR,53.37,,3s2,Athens,Aug 22
7,Sandra Glover,USA,53.40,,1,Heusden-Zolder,Jul 31
8,Lashinda Demus,USA,53.43,,3,Sacramento,Jul 11
8,Jana Pittman,AUS,53.43,,2,Heusden-Zolder,Jul 31
10,Yekaterina Bikert,RUS,53.72,,2,Tula,Jul 30
11,Raasin McIntosh,USA,54.16,,5,Sacramento,Jul 11
12,Shauna Smith,USA,54.42,,6,Sacramento,Jul 11
13,Malgorzata Pskit,POL,54.75,,1h5,Athens,Aug 21
14,Androula Sialou,CYP,54.76,,5,Iráklio,Jul 04
15,Xiaoxiao Huang,CHN,54.83,,3h5,Athens,Aug 21
16,Daimi Pernia,CUB,54.84,,1,Huelva,Aug 07
17,Nezha Bidouane,MAR,54.89,,3,Heusden,Jul 31
18,Patrina Allen,JAM,54.93,,7,Sacramento,Jul 11
19,Yekaterina Bakhvalova,RUS,54.94,,2,Tula,Jun 06
20,Debbie-Ann Parris,JAM,54.99,,7s2,Athens,Aug 22
21,Natalya Alimzhanova,KAZ,55.08,,5s,Athína,Aug 22
22,Surita Febbraio,RSA,55.12,,1,Brazzaville,Aug 22
23,Benedetta Ceccarelli,ITA,55.14,,4,Rome,Jul 16
24,Ulrike Urbansky,GER,55.15,,3h1,Athína,Jul 02
25,Stephanie Kampf,GER,55.23,,1,Zeulenroda,Aug 21
