rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Dalilah Muhammad,USA,52.64,,1,"Sacramento, CA",Jun 25
2,Shamier Little,USA,52.75,,2,"Sacramento, CA",Jun 25
3,Kori Carter,USA,52.95,,3,"Sacramento, CA",Jun 25
4,Ashley Spencer,USA,53.11,,4,"Sacramento, CA",Jun 25
5,Georganne Moline,USA,53.14,,5,"Sacramento, CA",Jun 25
6,Ristananna Tracey,JAM,53.74,,3,London (Olympic Stadium),Aug 10
7,Sydney McLaughlin,USA,53.82,,6,"Sacramento, CA",Jun 25
8,Zuzana Hejnová,CZE,53.93,,2,Bruxelles,Sep 01
9,Janieve Russell,JAM,54.02,,1,London (Olympic Stadium),Jul 09
10,Rhonda Whyte,JAM,54.29,,1,"Kingston (NS), JAM",Jun 23
10,Léa Sprunger,SUI,54.29,,2,Lausanne (Pontaise),Jul 06
12,Sara Slott Petersen,DEN,54.35,,2,Roma (Stadio Olimpico),Jun 08
13,Eilidh Doyle,GBR,54.36,,3,Lausanne (Pontaise),Jul 06
14,Sage Watson,CAN,54.52,,1,"Eugene, OR",Jun 10
15,Leah Nugent,JAM,54.54,,3,"Kingston (NS), JAM",Jun 23
16,Petra Fontanive,SUI,54.56,,1r1,Genève,Jun 10
17,Oluwakemi Adekoya,BRN,54.57,,2,Székesfehérvár,Jul 04
18,Wenda Nel,RSA,54.58,,3,Roma (Stadio Olimpico),Jun 08
19,Cassandra Tate,USA,54.59,,2,London (Olympic Stadium),Jul 09
20,Yadisleidis Pedroso,ITA,54.87,,5,London (Olympic Stadium),Jul 09
21,Jaide Stepter,USA,54.96,,3,Baie Mahault,May 17
22,Nikita Tracey,JAM,55.01,,3h1,"Kingston (NS), JAM",Jun 22
23,Anna Cockrell,USA,55.14,,8,"Sacramento, CA",Jun 25
24,Glory Onome Nathaniel,NGR,55.30,,3h5,London (Olympic Stadium),Aug 07
25,Amalie Iuel,NOR,55.38,,1,"Baton Rouge, LA",Apr 08
25,Kaliese Spencer,JAM,55.38,,4h1,"Kingston (NS), JAM",Jun 22
