rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Dalilah Muhammad,USA,52.16,,1f,Doha (QAT),Oct 04
2,Sydney McLaughlin,USA,52.23,,2f,Doha (QAT),Oct 04
3,Ashley Spencer,USA,53.11,,3,"Des Moines, IA (USA)",Jul 28
4,Shamier Little,USA,53.73,,1,Lausanne (SUI),Jul 05
5,Rushell Clayton,JAM,53.74,,3f,Doha (QAT),Oct 04
6,Lea Sprunger,SUI,54.06,,4f,Doha (QAT),Oct 04
7,Zuzana Hejnová,CZE,54.11,,2,Lausanne (SUI),Jul 05
8,Tia-Adana Belle,BAR,54.18,,1f1,"Gainesville, FL (USA)",Mar 28
9,Sage Watson,CAN,54.32,,2sf1,Doha (QAT),Oct 02
10,Anna Ryzhykova,UKR,54.45,,3sf1,Doha (QAT),Oct 02
11,Janieve Russell,JAM,54.70,,4,Monaco (MON),Jul 12
12,Amalie Iuel,NOR,54.72,,1h4,Doha (QAT),Oct 01
13,Ayomide Folorunso,ITA,54.75,,1,Napoli (ITA),Jul 10
14,Lauren Wells,AUS,54.87,,1,Sydney (AUS),Apr 07
15,Sara Slott Petersen,DEN,54.89,,1,Rovereto (ITA),Aug 27
16,Nikita Tracey,JAM,54.90,,1f1,La Chaux-de-Fonds (SUI),Jun 30
17,Cassandra Tate,USA,54.91,,5,"Des Moines, IA (USA)",Jul 28
18,Zurian Hechavarría,CUB,55.00,,1h1,Lima (PER),Aug 06
19,Kori Carter,USA,55.09,,4,Roma (ITA),Jun 06
20,Aminat Jamal,BRN,55.12,,1,Wuhan (CHN),Oct 24
21,Shiann Salmon,JAM,55.16,,3sf3,Doha (QAT),Oct 02
22,Meghan Beesley,GBR,55.20,,6,London (GBR),Jul 21
23,Anna Cockrell,USA,55.23,,1,"Austin, TX (USA)",Jun 08
24,Hanne Claes,BEL,55.25,,5sf1,Doha (QAT),Oct 02
25,Ronda Whyte,JAM,55.31,,3,Kingston (JAM),Jun 08
