rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Dalilah Muhammad,USA,52.88,,1,"Eugene, OR",Jul 10
2,Shamier Little,USA,53.51,,1,"Eugene, OR",Jun 11
3,Sara Slott Petersen,DEN,53.55,,2,Rio de Janeiro,Aug 18
4,Ashley Spencer,USA,53.72,,3,Rio de Janeiro,Aug 18
5,Zuzana Hejnová,CZE,53.92,,4,Rio de Janeiro,Aug 18
6,Janieve Russell,JAM,53.96,,1,Roma,Jun 02
7,Georganne Moline,USA,53.97,,1,"Tucson, AZ",May 21
8,Eilidh Doyle,GBR,54.09,,1,Monaco,Jul 15
9,Sydney McLaughlin,USA,54.15,,3,"Eugene, OR",Jul 10
9,Ristananna Tracey,JAM,54.15,,5,Rio de Janeiro,Aug 18
11,Leah Nugent,JAM,54.45,,6,Rio de Janeiro,Aug 18
12,Kori Carter,USA,54.47,,4,"Eugene, OR",Jul 10
12,Wenda Nel,RSA,54.47,,3,London,Jul 22
12,Cassandra Tate,USA,54.47,,1,Bruxelles,Sep 09
15,Autumne Franklin,USA,54.65,,6,"Eugene, OR",Jul 10
16,Kiah Seymour,USA,54.67,,2,"Eugene, OR",Jun 11
17,Sage Watson,CAN,54.82,,3,"Tucson, AZ",May 21
18,Oluwakemi Adekoya,BRN,54.87,,2,Doha,May 06
19,Léa Sprunger,SUI,54.92,,1r1,Genève,Jun 11
20,Chanice Chase,CAN,54.94,,5,"Eugene, OR",Jun 11
21,Jaide Stepter,USA,54.95,,7,"Eugene, OR",Jul 10
22,Nnenya Hailey,USA,54.98,,2,"Baton Rouge, LA",Apr 23
23,Anna Titimets,UKR,55.00,,1,Lutsk,Jun 19
24,Kaliese Spencer,JAM,55.02,,3,Doha,May 06
25,Anna Cockrell,USA,55.20,,1,Bydgoszcz,Jul 22
