rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Yuliya Pechonkina,RUS,52.34,,1,Tula,Aug 08
2,Jana Pittman,AUS,53.22,,1,Paris,Aug 28
3,Sandra Glover,USA,53.34,,1,Rieti,Sep 07
4,Andrea Blackett,BAR,53.71,,1,Rovereto,Sep 10
5,Ionela Tirlea,ROU,53.87,,1,Ostrava,Jun 12
6,Natasha Danvers,GBR,54.02,,2,Rome,Jul 11
7,Surita Febbraio,RSA,54.05,A,1,Pretoria,Apr 04
8,Sheena Johnson,USA,54.24,,1,Sacramento,Jun 13
9,Tatyana Tereshchuk-Antipova,UKR,54.26,,3s1,Paris,Aug 25
10,Raasin McIntosh,USA,54.60,,1,"Austin, TX",Apr 05
11,Joanna Hayes,USA,54.66,,4,Paris,Jul 04
12,Brenda Taylor,USA,54.92,,4,Zürich,Aug 15
13,Heike Meissner,GER,55.00,,4s,Paris,Aug 25
14,Yvonne Harrison,PUR,55.03,,2,Poznan,Jun 29
15,Daimi Pernia,CUB,55.10,,2,Santo Domingo,Aug 06
15,Xiaoxiao Huang,CHN,55.10,,1,Changsha,Oct 26
17,Allison Beckford,JAM,55.12,,1,Saint George's,Jul 06
18,Malgorzata Pskit,POL,55.18,,3h,Paris,Aug 24
19,Natalya Torshina,KAZ,55.24,,5s,Paris,Aug 25
20,Maren Schott,GER,55.28,,1,Daegu,Aug 30
21,Stephanie Kampf,GER,55.35,,5s2,Paris,Aug 30
22,Anna Jesien-Olichwierczuk,POL,55.38,,4,Poznan,Aug 25
23,Monica Niederstätter,ITA,55.41,,1,Rieti,Jun 29
24,Androula Sialou,CYP,55.42,,2,Chaniá,Aug 03
25,Debbie-Ann Parris,JAM,55.51,,1,Bratislava,Jun 09
