rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Dina Asher-Smith,GBR,21.89,,1,Berlin (GER),Aug 11
2,Blessing Okagbare-Ighoteguonor,NGR,22.04,,1f1,"Abilene, TX (USA)",Mar 24
3,Shericka Jackson,JAM,22.05,,1,Paris (FRA),Jun 30
4,Shaunae Miller-Uibo,BAH,22.06,,1,Shanghai (CHN),May 12
5,Dafne Schippers,NED,22.14,,2,Berlin (GER),Aug 11
6,Jenna Prandini,USA,22.16,,1,London (GBR),Jul 22
7,Gabrielle Thomas,USA,22.19,,2,London (GBR),Jul 22
8,Lynna Irby,USA,22.25,,1,"Knoxville, TN (USA)",May 13
9,Elaine Thompson,JAM,22.30,,4,Gold Coast (AUS),Apr 12
10,Shakima Wimbley,USA,22.34,,1f1,"Clermont, FL (USA)",Apr 28
10,Marie-Josée Ta Lou,CIV,22.34,,5,London (GBR),Jul 22
12,Jamile Samuel,NED,22.37,,6,London (GBR),Jul 22
13,Sydney McLaughlin,USA,22.39,,1f1,"Gainesville, FL (USA)",Mar 29
14,Brittany Brown,USA,22.42,,1sf1,"Des Moines, IA (USA)",Jun 24
14,Phyllis Francis,USA,22.42,,2sf1,"Des Moines, IA (USA)",Jun 24
16,Mujinga Kambundji,SUI,22.45,,4,Berlin (GER),Aug 11
17,Jeneba Tarmoh,USA,22.46,,3sf1,"Des Moines, IA (USA)",Jun 24
18,Shania Collins,USA,22.47,,2,"Knoxville, TN (USA)",May 13
19,Tamari Davis,USA,22.48,,1,"Jacksonville, FL (USA)",May 05
19,Kyra Jefferson,USA,22.48,,2sf2,"Des Moines, IA (USA)",Jun 24
21,Ashley Henderson,USA,22.49,,2sf3,"Eugene, OR (USA)",Jun 07
22,Briana Williams,JAM,22.50,,1,Tampere (FIN),Jul 14
23,Lauren Rain Williams,USA,22.51,,1f1,"Tucson, AZ (USA)",Apr 28
24,MaKenzie Dunmore,USA,22.53,,1h2,"Palo Alto, CA (USA)",May 12
24,Tamara Clark,USA,22.53,,1h1,"Tampa, FL (USA)",May 25
