rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Olga Kuzenkova,RUS,64.64,,1,Krasnodar,Feb 20
2,Svetlana Sudak,BLR,63.70,,1,Grodno,May 04
3,Mihaela Melinte,ROU,62.52,,1,Bucharest,Aug 08
4,Aja Suzuki,JPN,60.90,,1,Tokyo,Nov 23
5,Natalya Vasilenko,UKR,59.80,,1,Chernigov,Jun 27
6,Lyudmila Gubkina,BLR,59.62,,1,Pinsk,Jun 06
7,Lyubov Karpova,RUS,59.50,,1,Moscow,Aug 06
8,Natalya Panarina,RUS,59.06,,1,Chelyabinsk,Jun 06
9,Debbie Sosimenko,AUS,58.90,,1,Hobart,Jan 17
10,Theresa Brick,CAN,58.40,,1,Winnipeg,Jun 12
11,Oksana Zatsepilova,RUS,58.36,,2,Moscow,Aug 06
12,Marina Pirog,UKR,58.24,,2,Chernigov,Jun 26
13,Viktoria Polyanskaya,RUS,58.16,,1,Krasnodar,Apr 25
14,Natalya Ignatova,RUS,58.10,,2,Chelyabinsk,Jun 06
14,Oksana Silchenko,BLR,58.10,,1,Grodno,Jul 25
16,Livia Mehes,ROU,57.96,,2,Bucharest,Sep 05
17,Esther Augee,GBR,56.76,,1,Bromley,May 15
18,Lorraine Shaw,GBR,56.56,,1,Gloucester,Sep 26
19,Yelena Grankina,UKR,56.44,,2,Kiev,May 02
20,Sonja Fitts,USA,56.18,,1,Jamaica,Apr 16
21,Tatyana Konstantinova,RUS,56.00,,3,Krasnodar,Feb 20
22,Simone Mathes,GER,55.42,,1,Lübeck,Jun 16
23,Olga Malakhova,UKR,54.84,,2,Kiev,May 15
24,Alice Meyer,FRA,54.80,,1,Montreuil,May 05
25,Bonnie Edmondson,USA,54.40,,1,Dedham,Jun 05
