rank,name,nat,perf_0,perf_1,perf_2,city,date
1,DeAnna Price,USA,78.24,,1,"Des Moines, IA (USA)",Jul 27
2,Brooke Andersen,USA,76.75,,1,"Rathdrum, ID (USA)",Jun 01
3,Gwen Berry,USA,76.46,,2,"Des Moines, IA (USA)",Jul 27
4,Joanna Fiodorow,POL,76.35,,2f,Doha (QAT),Sep 28
5,Zheng Wang,CHN,76.26,,1,Shenyang (CHN),Jul 10
6,Anita Wlodarczyk,POL,75.61,,1,Turku (FIN),Jun 11
7,Janeah Stewart,USA,75.43,,2,"Bloomington, IN (USA)",Jun 22
8,Malwina Kopron,POL,75.23,,1,Chorzów (POL),Sep 14
9,Maggie Ewen,USA,75.04,,4,"Des Moines, IA (USA)",Jul 27
10,Hanna Malyshik,BLR,74.95,,1f1,amorín (SVK),Mar 09
11,Alexandra Tavernier,FRA,74.84,,3,Chorzów (POL),Jun 16
12,Zalina Petrivskaya,MDA,74.70,,1,Chisinau (MDA),Jun 22
13,Laura Igaune,LAT,73.56,,1,"Mount Olive, NC (USA)",May 11
13,Iryna Klymets,UKR,73.56,,5f,Doha (QAT),Sep 28
15,Hanna Skydan,AZE,73.32,,3q2,Doha (QAT),Sep 27
16,Janee' Kassanavoid,USA,73.00,,1,"Baton Rouge, LA (USA)",Apr 27
17,Na Luo,CHN,72.93,,1,Budapest (HUN),Jun 08
18,Réka Gyurátz,HUN,72.70,,1,Budapest (HUN),Jul 27
19,Sofiya Palkina,ANA,72.18,,1,Moskva (RUS),Jun 11
20,Yelizaveta Tsareva,ANA,72.13,,4f1,amorín (SVK),Mar 09
21,Martina Hranová,SVK,72.04,,1,Tampere (FIN),May 25
22,Anastasya Kalamoyets,BLR,71.99,,1,Minsk (BLR),Jul 05
23,Alona Shamotina,UKR,71.80,,1,Kiev (UKR),Jul 06
24,Audrey Ciofani,FRA,71.52,,1,Salon-de-Provence (FRA),Feb 23
24,Alena Sobaleva,BLR,71.52,,6q2,Doha (QAT),Sep 27
