rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Tatyana Lysenko,RUS,78.61,,1,Sochi,May 26
2,Gulfiya Khanafeyeva,RUS,77.36,,2,Sochi,May 26
3,Kamila Skolimowska,POL,76.83,,1,Doha,May 11
4,Yipsi Moreno,CUB,76.36,,1,Warszawa,Jun 17
5,Yelena Konevtseva,RUS,76.21,,3,Sochi,May 26
6,Betty Heidler,GER,75.77,,1c1,Halle,May 19
7,Ivana Brkljacic,CRO,75.08,,2,Warszawa,Jun 17
8,Yekaterina Khoroshikh,RUS,74.87,,4,Sochi,May 26
9,Wenxiu Zhang,CHN,74.86,,1,Shijiazhuang,Aug 03
10,Aksana Miankova,BLR,73.94,,1,Minsk,Jun 01
11,Manuela Montebrun,FRA,73.71,,1,Castres,Aug 11
12,Kathrin Klaas,GER,73.45,,2c1,Halle,May 19
13,Eileen O'Keeffe,IRL,73.21,,1,Dublin,Jul 21
14,Jennifer Dahlgren,ARG,72.94,,1,"Athens, GA",Apr 13
15,Brittany Riley,USA,72.51,,1,"Des Moines, IA",Apr 28
16,Olga Kuzenkova,RUS,72.36,,2,Tula,Aug 02
17,Ester Balassini,ITA,71.96,,1,Abuja,May 05
18,Iryna Sekachova,UKR,71.83,,1,Kyiv,Apr 20
19,Yelena Priyma,RUS,71.75,,5,Sochi,May 26
20,Maryia Smaliachkova,BLR,71.74,,2,Minsk,Jun 01
21,Clarissa Claretti,ITA,71.43,,1,Palermo,Sep 29
22,Darya Pchelnik,BLR,71.29,,1,Minsk,Jul 28
23,Arasay Thondike,CUB,71.14,,5,Warszawa,Jun 17
24,Stéphanie Falzon,FRA,71.11,,1,Sasolburg,Jan 23
25,Amélie Perrin,FRA,71.08,,2,Strasbourg,Jun 28
