rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Olga Kuzenkova,RUS,73.07,,1,Annecy,Jun 23
2,Kamila Skolimowska,POL,72.60,,1,Bydgoszcz,Jun 8
3,Manuela Montebrun,FRA,72.54,,1,Aunay-sur-Odon,Jun 15
4,Anna Norgren-Mahon,USA,72.01,,1,Walnut CA,Jul 27
5,Yipsi Moreno,CUB,71.47,,1,Madrid,Jul 3
6,Gu Yuan,CHN,71.10,,1,Colombo,Aug 9
7,Yunaika Crawford,CUB,70.62,,2,Madrid,Jul 3
8,Olga Tsander,BLR,70.11,,2,Bydgoszcz,Jun 8
9,Bronwyn Eagles,AUS,69.65,,1,Adelaide,Mar 23
10,Irina Sekachova,UKR,68.70,,1,Koncha Zaspa,May 23
11,Ester Balassini,ITA,68.54,,1,Ancona,Jul 10
12,Vânia Silva,POR,68.43,,4,Madrid,Jul 03
13,Sini Pöyry,FIN,68.28,,1,Helsinki,Jun 12
14,Clarissa Claretti,ITA,68.23,,1,Macerata,Jul 28
15,Martina Daniová,SVK,68.22,,1,Schwechat,May 19
16,Susanne Keil,GER,68.17,,1,Köstritz,Sep 08
17,Yinghui Liu,CHN,68.06,,1,Shanghai,May 18
18,Dawn Ellerbe,USA,68.05,,2,Philadelphia,Apr 27
19,Florence Ezeh,FRA,68.03,,4,München,Aug 09
20,Brooke Krueger,AUS,67.87,,4,Szombathely,Jul 14
21,Andrea Bunjes,GER,67.57,,2,Stadtsteinach,Jul 27
22,Alla Fyodorova-Davidova,RUS,67.40,,2,Cheboksary,Jul 13
23,Aldenay Vasallo,CUB,67.36,,6,Madrid,Jul 03
24,Yelena Tauryanina,RUS,67.35,,3,Cheboksary,Jul 13
25,Agnieszka Pogroszewska,POL,67.31,,3,Gdansk,Jul 27
