rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Aksana Miankova,BLR,77.32,,1,Minsk,Jun 29
2,Martina Hrasnová,SVK,76.82,,1,Reims,Jul 06
3,Yipsi Moreno,CUB,76.62,,1,Zagreb,Sep 09
4,Darya Pchelnik,BLR,76.33,,2,Minsk,Jun 29
5,Gulfiya Khanafeyeva,RUS,75.07,,1,Kazan,Jul 19
6,Ivana Brkljacic,CRO,74.89,,1,Villeneuve-d'Ascq,Jun 27
7,Yelena Konevtseva,RUS,74.81,,2,Kazan,Jul 19
8,Volha Tsander,BLR,74.75,,1,Minsk,Jul 19
9,Maryia Smaliachkova,BLR,74.65,,2,Minsk,Jul 19
10,Iryna Sekachova,UKR,74.52,,1,Kyiv,Jul 02
11,Manuela Montebrun,FRA,74.40,,1,Castres,Jul 15
12,Wenxiu Zhang,CHN,74.32,,3,Beijing,Aug 20
13,Betty Heidler,GER,74.11,,1,Wiesbaden,May 31
14,Alena Matoshka,BLR,73.83,,3,Minsk,Jul 19
15,Anna Bulgakova,RUS,73.79,,1,Krasnodar,Jun 05
16,Kamila Skolimowska,POL,73.50,,1,Warszawa,Jun 15
17,Stéphanie Falzon,FRA,73.40,,1,Albi,Jul 26
18,Anita Wlodarczyk,POL,72.80,,1,Biberach,Jun 28
19,Eileen O'Keeffe,IRL,72.75,,1,Dublin,Jul 19
20,Clarissa Claretti,ITA,72.46,,1,Cagliari,Jul 19
21,Stilianí Papadopoúlou,GRE,72.10,,1,Nikíti,Jul 20
22,Iryna Novozhylova,UKR,71.82,,2,Kyiv,Jul 02
23,Yelena Priyma,RUS,71.54,,4,Kazan,Jul 19
24,Amélie Perrin,FRA,71.36,,3,Strasbourg,Jul 02
25,Inna Sayenko,UKR,70.96,,3,Kyiv,Jul 02
