rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Mihaela Melinte,ROU,76.07,,1,Rüdlingen,Aug 29
2,Olga Kuzenkova,RUS,74.30,,1,Moscow,Jun 04
3,Tatyana Konstantinova,RUS,72.09,,2,Moscow,Jun 04
4,Dawn Ellerbe,USA,70.16,,1,Laramie,May 15
5,Bianca Achilles,GER,68.40,,1,Dortmund,Sep 25
6,Lyudmila Gubkina,BLR,68.27,,2,Palma de Mallorca,Jul 09
7,Svetlana Sudak,BLR,68.21,,1,Staiki,Jul 16
8,Manuela Montebrun,FRA,68.11,,3,Palma de Mallorca,Jul 09
9,Katalin Divós,HUN,67.64,,3,Rüdlingen,Aug 28
10,Amy Christiansen-Palmer,USA,67.24,,1,Logan,May 29
11,Simone Mathes,GER,67.13,,3,Halle,May 15
12,Lorraine Shaw,GBR,67.10,,1,Wrexham,Aug 09
13,Lisa Misipeka,AMS,67.00,,2,Philadelphia,Apr 24
14,Debbie Sosimenko,AUS,66.78,,1,Brisbane,Mar 13
15,Kamila Skolimowska,POL,66.62,,1,Warsaw,Jun 12
16,Manuela Priemer,GER,66.30,,1,Mannheim,Jun 18
17,Florence Ezeh,FRA,66.13,,1,Denton,May 07
18,Kirsten Münchow,GER,66.08,,5,Nürnberg,Jun 13
19,Alla Davidova,RUS,66.06,,3,Moscow,Jun 04
20,Cecilie Lignot,FRA,65.39,,2,Castres,Aug 08
21,Aneliya Yordanova,BUL,65.10,,1,Sofia,Jun 19
22,Melissa Price,USA,64.94,,1,Seward,May 12
23,Yipsi Moreno,CUB,64.81,,1,La Habana,May 14
24,Anna Norgren-Mahon,USA,64.72,,1,Princeton,May 08
25,Olga Tsander,BLR,64.56,,2,Stayki,Jul 16
