rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Aksana Miankova,BLR,78.69,,1,Minsk,Jul 18
2,Tatyana Lysenko,RUS,78.51,,1,Cheboksary,Jul 05
3,Betty Heidler,GER,78.07,,1r2,Ostrava,May 24
4,Anita Wlodarczyk,POL,77.60,,2,London,Aug 10
5,Gulfiya Khanafeyeva,RUS,77.08,,1,Zhukovskiy,Jun 23
6,Wenxiu Zhang,CHN,76.99,,2r2,Ostrava,May 24
7,Mariya Bespalova,RUS,76.72,,2,Zhukovskiy,Jun 23
8,Alena Matoshka,BLR,76.56,,2,Minsk,Jun 12
9,Kathrin Klaas,GER,76.05,,5,London,Aug 10
10,Yipsi Moreno,CUB,75.59,,1,Reims,Jul 04
11,Sultana Frizell,CAN,75.04,,1c2,"Tucson, AZ",Mar 16
12,Zalina Marghieva,MDA,74.47,,1,Chisinau,May 07
13,Hanna Skydan,UKR,74.21,,1,Yalta,Jun 14
14,Jessica Cosby,USA,74.19,,4,"Eugene, OR",Jun 01
15,Joanna Fiodorow,POL,74.18,,1,Bydgoszcz,Jun 03
16,Tugce Sahutoglu,TUR,74.17,,1,Izmir,May 19
17,Iryna Novozhylova,UKR,74.10,,1,Kyiv,May 19
18,Anna Bulgakova,RUS,74.02,,4,Cheboksary,Jul 05
19,Martina Hrasnová,SVK,73.34,,2,Helsinki,Jul 01
20,Oksana Kondrateva,RUS,73.31,,1,Moskva,Jun 27
21,Stéphanie Falzon,FRA,73.06,,9,London,Aug 10
22,Rosa Rodríguez,VEN,72.83,,1,Cakovec,May 06
23,Jennifer Dahlgren,ARG,72.79,,1,Santa Fe,Apr 22
24,Kivilcim Kaya,TUR,72.55,,1,Izmir,Jul 05
25,Iryna Sekachova,UKR,72.42,,1,Yalta,Jun 04
