rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Anita Wlodarczyk,POL,79.58,,1,Berlin,Aug 31
2,Betty Heidler,GER,78.00,,1,Ostrava,Jun 16
3,Zheng Wang,CHN,77.68,,1,Chengdu,Mar 29
4,Wenxiu Zhang,CHN,77.33,,1,Incheon,Sep 28
5,Sultana Frizell,CAN,75.73,,1,"Tucson, AZ",May 22
6,Martina Hrasnová,SVK,75.27,,1,Banská Bystrica,Jul 12
7,Amanda Bingson,USA,75.12,,1,"Las Vegas, NV",Mar 21
8,Kathrin Klaas,GER,74.62,,3,Székesfehérvár,Jul 08
9,Joanna Fiodorow,POL,74.39,,2c1,Halle,May 17
10,Jessica Cosby-Toruga,USA,74.20,,3,"Tucson, AZ",May 22
11,Anna Bulgakova,RUS,74.16,,1,Krasnodar,Feb 23
12,Iryna Novozhylova,UKR,73.65,,1,Kyiv,May 21
13,Amber Campbell,USA,73.61,,1,Edmonton,Jul 06
14,Tingting Liu,CHN,73.06,,4c1,Halle,May 17
15,Éva Orbán,HUN,72.49,,2c1,Leiria,Mar 16
16,Rosa Rodríguez,VEN,72.20,,1,Barquisimeto,May 15
17,Oksana Kondrateva,RUS,72.17,,1,Moskva,Jul 17
18,Gwen Berry,USA,72.04,,1,Ciudad de México,Aug 15
19,Bianca Perie,ROU,71.93,,1,Tallinn,Jun 22
20,Mariya Bespalova,RUS,71.89,,2,Moskva,Jun 11
21,Jennifer Dahlgren,ARG,71.66,,1,Buenos Aires,Mar 01
22,Nikola Lomnicka,SVK,71.58,,1,"Marietta, GA",Jun 08
23,Aksana Miankova,BLR,71.56,,1,Minsk,Jun 07
24,Sophie Hitchon,GBR,71.53,,5c1,Halle,May 17
25,Yipsi Moreno,CUB,71.35,,1,Xalapa,Nov 24
