rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Olga Kuzenkova,RUS,75.68,,1,Tula,Jun 4
2,Mihaela Melinte,ROU,72.19,,1,Mersin,Mar 29
3,Manuela Montebrun,FRA,71.18,,1,Vittel,Sep 2
4,Kamila Skolimowska,POL,71.16,,1,Sydney,Sep 29
5,Dawn Ellerbe,USA,70.46,,1,Philadelphia,Apr 29
6,Lyudmila Gubkina,BLR,69.92,,3,Minsk,Aug 19
7,Olga Tsander,BLR,69.81,,1,Sochi,Feb 26
8,Tatyana Konstantinova,RUS,69.73,,2,Togliatti,May 14
9,Irina Sekachova,UKR,69.53,,1,Kiev,Jun 16
10,Yipsi Moreno,CUB,69.36,,1,Rhede,Jun 23
11,Kirsten Münchow,GER,69.28,,3,Sydney,Sep 29
12,Katalin Divós,HUN,68.98,,1,Szombathely,Jun 24
13,Alla Davidova,RUS,68.47,,1,Moscow,Jul 11
14,Amy Palmer,USA,68.28,,2,Philadelphia,Apr 29
15,Ivana Brkljacic,CRO,68.18,,1,Pula,Apr 28
16,Debbie Sosimenko,AUS,67.95,,5,Sydney,Sep 29
17,Lyudmila Gubkina,BLR,67.73,,1,Brest-Litevsk,Aug 01
18,Lisa Misipeka,AMS,67.55,,4,Rüdlingen,Aug 13
19,Lorraine Shaw,GBR,67.44,,5,Gateshead,Jul 15
20,Robin Lyons,CAN,67.40,,1,Lethbridge,Jul 22
21,Svetlana Sudak,BLR,67.15,,2,Stayki,Jun 27
22,Bianca Achilles,GER,66.58,,5,Clermont-Ferrand,Jun 30
23,Bronwyn Eagles,AUS,66.54,,1,Bankstown,Dec 03
24,Jesseca Cross,USA,66.52,,3,Logan,Jul 01
25,Mia Strömmer,FIN,66.37,,2,Lapinlahti,Jul 16
