rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Olga Kuzenkova,RUS,68.16,,1,Moscow,Jun 18
2,Mihaela Melinte,ROU,66.86,,1,Bucharest,Mar 04
3,Debbie Sosimenko,AUS,65.24,,1,Birmingham,Jul 15
4,Svetlana Sudak,BLR,64.96,,1,Staiki,May 19
5,Lorraine Shaw,GBR,64.90,,1,Bedford,Jun 10
6,Simone Mathes,GER,64.58,,1,Chemnitz,May 25
7,Alla Fyodorova,KGZ,63.20,,1,Moscow,Jun 30
8,Tatyana Konstantinova,RUS,62.16,,2,Moscow,May 24
9,Viktoria Polyanskaya,RUS,61.06,,3,Moscow,May 24
10,Olga Malakhova,UKR,60.90,,1,Lugansk,May 16
11,Natalya Kunitskaya,UKR,60.80,,1,Kiev,Jun 14
12,Lyudmila Gubkina,BLR,60.78,,2,Gomel,Jul 07
13,Inga Beyer,GER,60.12,,1,Bremen,Jun 30
14,Caroline Fournier,MRI,59.56,,1,Bondoufle,Jul 08
15,Alexandra Givan,USA,58.92,,1,Mar del Plata,Mar 17
16,Kirsten Münchow,GER,58.48,,1,Schwäbisch Gmünd,Aug 19
17,Sonja Fitts,USA,58.40,,1,Philadelphia,Apr 29
18,Aja Suzuki,JPN,58.28,,1,Tokyo,Jun 11
19,Oksana Lobzova,RUS,58.12,,1,Adler,Feb 20
20,Dawn Ellerbe,USA,58.00,,Q,Sacramento,Jun 16
21,Tatyana Leshchuk,UKR,57.60,,3,Kiev,Jun 13
22,Crystal Corbeil,USA,57.54,,1,Dedham,Jun 10
22,Irina Kuznetsova,RUS,57.54,,2,Moscow,Feb 09
24,Veronika Ushakova,RUS,57.42,,1,Yekaterinburg,May 27
25,Denise Passmore,AUS,57.28,,1,Melbourne,Nov 30
