rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Olga Kuzenkova,RUS,69.46,,1,Sydney,Feb 17
2,Mihaela Melinte,ROU,69.42,,1,Cluj-Napolca,May 12
3,Alla Fyodorova-Davidova,RUS,67.48,,1,Moscow,May 12
4,Svetlana Sudak,BLR,66.14,,1,Halle,May 11
5,Lyudmila Gubkina,BLR,65.02,,1,Minsk,Jun 01
6,Dawn Ellerbe,USA,63.76,,1,Eugene,Jun 01
7,Debbie Sosimenko,AUS,62.86,,2,Sydney,Feb 11
8,Caroline Fournier,MRI,62.06,,1,Montgeron,Jun 29
9,Simone Mathes,GER,61.86,,2,Halle,May 11
10,Viktoria Polyanskaya,RUS,61.84,,2,Sochi,Feb 10
11,Lorraine Shaw,GBR,61.34,,1,Edinburgh,May 04
12,Oksana Lobzova,RUS,61.24,,1,Moscow,Jun 11
13,Inga Beyer,GER,61.16,,1,Trier,Jun 01
14,Veronika Ushakova,RUS,61.02,,1,Sochi,Feb 17
15,Lisa Misipeka,AMS,60.94,,2,Eugene,Jun 01
16,Paulette Mitchell,USA,60.66,,1,Lincoln,May 20
17,Tatyana Konstantinova,RUS,60.64,,2,Rostov,Jun 16
18,Leslie Coons,USA,60.52,,1,Los Angeles,May 04
19,Theresa Findlay,USA,60.04,,4,Eugene,Jun 01
20,Lyn Sprules,GBR,59.54,,1,Colchester,Aug 26
21,Windy Dean,USA,59.44,,5,Eugene,Jun 01
22,Kirsten Münchow,GER,59.40,,2,Dortmund,Jul 20
23,Natalya Panarina,RUS,59.16,,1,Yekaterinburg,Jun 01
24,Bianca Achilles,GER,59.14,,1,Hagen-Dahi,Oct 19
25,Aja Suzuki,JPN,59.12,,1,Osaka,Jun 06
