rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Martin Sheridan,USA,43.41,,1,Dundalk,Aug 23
2,Verner Järvinen,FIN,42.98,bh,-,Stockholm,Sep 12
3,Arthur Dearborn,USA,42.65,,1,Philadelphia,Jun 6
4,Merritt Griffin,USA,42.06,,1,Trenton,Sep 5
5,Jalmari Saxelin,FIN,41.61,bh,-,Helsinki,Sep 06
6,Elmer Niklander,FIN,41.00,ex,-,Helsinki,Oct 12
7,Frantisek Klubal,BOH,40.99,,1,Kolin,Sep 06
8,Wilbur Burroughs,USA,40.93,,2,Colombes,Aug 1
9,Valter Tuomela,FIN,40.90,bh,-,Viipuri,Sep 20
10,Marquis Horr,USA,40.68,,3,Philadelphia,Jun 6
11,Pal Antal,HUN,40.61,,1,Prague,Jun 8
12,Toivo Tuomela,FIN,40.53,bh,-,Viipuri,Sep 20
13,Merle Alderman,USA,40.52,,1,Stanford,May 17
14,Benjamin F. Sherman,USA,40.49,,2,Newark,Oct 25
15,André Tison,FRA,40.18,,1,Paris,May 17
16,Eric Lemming,SWE,39.88,bh,-,Göteborg,Oct 17
17,John Messmer,USA,39.38,,1,"Chicago, IL",Jun 6
18,Ludwig Uetwiller,GER,39.00,,1,Besancon,Aug 02
19,John Garrels,USA,38.88,,3,Chicago,May 29
20,Emil Welz,GER,38.85,,-,Berlin,Aug 16
21,Leander Talbott,USA,38.79,,2,Newark,Sep 20
22,Ralph Rose,USA,38.72,,2,New York,Sep 19
23,Toimi Arranmaa,FIN,38.55,bh,-,Helsinki,Sep 06
24,György Luntzer,HUN,38.34,,7,London,Jul 16
25,Folke Fleetwood,SWE,38.10,bh,-,Lidköping,Sep 06
