rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Zoltán Kövágó,HUN,69.50,,1,Budapest,Jul 30
2,Robert Harting,GER,68.99,,1c1,Halle,May 21
3,Jarred Rome,USA,68.76,,1,"Chula Vista, CA",Aug 06
4,Piotr Malachowski,POL,68.49,,1,Szczecin,Jun 25
5,Gerd Kanter,EST,67.99,,1,Warszawa,Sep 20
6,Mario Pestano,ESP,67.97,,1,Málaga,Aug 07
7,Virgilijus Alekna,LTU,67.90,,1,Kaunas,Jul 24
8,Rutger Smith,NED,67.77,,1,Weert,Sep 06
9,Lawrence Okoye,GBR,67.63,,1,London,Jul 09
10,Martin Wierig,GER,67.21,,2c1,Halle,May 21
11,Yennifer Frank Casañas,ESP,67.18,,1,Castellón,Jun 28
12,Märt Israel,EST,66.98,,1,"Chula Vista, CA",May 12
13,Erik Cadee,NED,66.95,,1,"Chula Vista, CA",Apr 28
14,Ercüment Olgundeniz,TUR,66.89,,1,Ankara,Jul 31
15,Markus Münch,GER,66.87,,2,Cottbus,Jun 25
16,Niklas Arrhenius,SWE,66.22,,1,Helsingborg,Aug 08
17,Ehsan Hadadi,IRI,66.08,,3,Daegu,Aug 30
18,Benn Harradine,AUS,66.07,,3c1,Halle,May 21
19,Brett Morse,GBR,66.06,,1,Helsingborg,Jul 27
20,Russell Winger,USA,66.04,,1,"Chula Vista, CA",Jun 02
21,Jan Marcell,CZE,66.00,,1,Brno,Apr 23
22,Roland Varga,CRO,65.95,,3,Budapest,Jul 30
23,Jorge Y. Fernández,CUB,65.89,,3,Cottbus,Jun 25
24,Martin Maric,CRO,65.81,,1,"Chula Vista, CA",May 19
25,Abdul Buhari,GBR,65.44,,2,London,Jul 09
