rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Phil Fox(Levy),USA,52.54,,1,Lincoln,Jul 4
2,Wilhelm Schröder,GER,51.95,,1,Oppeln,Jul 30
3,Johann Wotapek,AUT,51.53,,1,Milan,Jul 16
4,Peter Zagar,USA,51.27,,1,Fresno,May 13
5,Gunnar Bergh,SWE,51.18,,1,Nässjö,Jul 16
6,Reidar Sorlie,NOR,51.15,,1,Malmö,Aug 1
7,Heinrich Trippe,GER,51.03,,1,Köln,Aug 20
8,Nikolas Syllas,GRE,51.00,,1,Athens,Apr 11
9,Sergey Lyakhov,URS,50.74,,1,Ashkhabad,Nov 19
10,Giorgio Oberweger,ITA,50.62,,1,Firenze,May 16
11,Archie Harris,USA,50.11,,1,South Bend,May 27
12,Bill Faymonville,USA,49.91,,1,South Bend,May 20
13,Bill Watson,USA,49.84,,1,Paris,Aug 20
14,Ernst Lampert,GER,49.81,,2,Milan,Jul 16
15,Hermann Tunner,AUT,49.53,,1,Maribor,Aug 20
16,Adolfo Consolini,ITA,49.51,,2,Stuttgart,Jul 30
17,Jules Noel,FRA,49.41,,1,Sélestat,Aug 20
18,Jenö Kulitzy,HUN,49.40,,1,Budapest,May 14
19,Gordon Dunn,USA,49.25,,2,Berkeley,Apr 15
20,Dezsö Józsa,HUN,48.92,,1,Dorog,Jul 23
21,William Haviland,USA,48.69,,1,Memphis,May 13
22,Hans Fritsch,GER,49.60,,1,Regis-Breitingen,May 21
23,Alfred Blozis,USA,48.57,,3,Lincoln,Jul 04
24,Millard White,USA,48.54,,4,Los Angeles,Jun 17
25,Edsel Wibbels,USA,48.24,,1,Des Moines,Apr 28
25,Phil Gaspar,USA,48.24,,1,New York,May 27
