rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Jürgen Schult,GDR,70.46,,1,Berlin,Sep 13
2,Yuriy Dumchev,URS,70.30,,1,Bryansk,Jul 31
3,Romas Ubartas,URS,70.06,,1,Smolininkai,May 9
4,Mike Buncic,USA,68.92,,1,Salinas,May 25
5,Vladimir Zinchenko,URS,68.88,,1,Dnepropetrovsk,Jul 16
6,Vaclavas Kidykas,URS,68.44,,1,Sochi,Jun 1
7,Stefan Fernholm,SWE,68.24,,1,Logan,Apr 30
8,Wolfgang Schmidt,FRG,68.22,,1,Hafnarfirdi,Jun 22
9,Mac Wilkins,USA,67.96,,1,Walnut,Apr 24
10,Rolf Danneberg,FRG,67.38,,3,Seoul,Oct 1
11,Alwin Josef Wagner,FRG,66.96,,1,Wabern,Jul 14
12,Wulf Brunner,FRG,66.42,,1,Kassel,Jul 03
12,Geiza Valent,TCH,66.42,,1,Nitra,Aug 28
12,Imrich Bugar,TCH,66.42,,2,Nitra,Aug 28
15,Göran Svensson,SWE,66.40,,2,Fort Williams,Aug 07
16,Vitaliy Gaslenko,URS,66.36,,1,Kharkov,Aug 13
17,Igor Duginyets,URS,66.30,,1,Leningrad,May 11
18,Andrey Kuzyanin,URS,66.26,,2,Bryansk,Jul 31
19,Juan Martinez Brito,CUB,66.24,,1,Madrid,Jun 07
20,Aleksandr Mishakov,URS,66.12,,1,Baku,Sep 11
21,Erik de Bruin,NED,66.08,,1,Hilversum,May 22
22,Werner Hartmann,FRG,66.02,,1,Wirdum,Jun 01
22,Georgi D. Georgiev,BUL,66.02,,1,Sofia,Jun 04
24,Georgi Taushanski,BUL,66.00,,1,Sofia,Jun 11
25,Alois Hannecker,FRG,65.90,,1,Bensheim,May 15
