rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Glenn Hartranft,USA,48.18,,1,Cambridge,May 31
2,Armas Taipale,FIN,47.65,,1,Saint-Gaudens,Jul 20
3,Thomas Lieb,USA,47.61,,1,Chicago,Sep 14
4,Clarence Houser,USA,47.23,,2,Cambridge,May 31
5,James Arthur,USA,47.15,,Q,Cambridge,May 30
6,Charles Carpenter,USA,46.38,,1,Cambridge,May 3
7,Augustus Pope,USA,45.98,,2,Cambridge,Jun 13
8,William Neufeld,USA,44.99,,4,Cambridge,May 31
9,Vilho Niittymaa,FIN,44.95,,2,Colombes,Jul 13
10,Hannes Torpo,FIN,44.77,,1,Helsinki,May 25
11,Karlo Ambrozy,YUG,44.75,,1,Veliki Beckerek,
12,William Lang,USA,44.26,,5,Cambridge (MA),May 31
13,Ketil Askildt,NOR,44.23,,1,Kristiania,Jun 15
14,Charles Ashton,USA,44.07,,3,Cambridge (MA),Jun 13
15,Bertil Lüning,SWE,44.06,,1,Eksjö,Jun 22
16,Jonni Myyrä,FIN,44.05,,2,Saint-Gaudens,Jul 20
17,Schaffer,USA,43.96,,1,Eugene,May 31
18,Paddy Bermingham,IRL,43.81,,2,Dublin,Aug 15
19,Elmer Niklander,FIN,43.75,,1,Tampere,Aug 04
20,Kalman Marvalits,HUN,43.73,,1,Kaposvár,Jun 15
21,Allan Eriksson,SWE,43.40,,1,Trollhättan,Jul 20
22,Ivan Sergeyev,URS,43.32,,,Ashkhabad,
23,Gustav Steinbrenner,GER,43.25,,1,Saarbrücken,Oct 05
24,Heikki Malmivirta (Malmström),FIN,43.15,,2,Helsinki,Jun 19
25,Robert Francis,USA,43.07,,Q,Cambridge,May 30
