rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Kenneth Carpenter,USA,51.67,,1,Strasbourg,Aug 29
2,Reidar Sorlie,NOR,51.57,,1,Sarpsborg,Sep 5
3,Kalevi Kotkas,FIN,51.27,,1,Helsinki,Aug 18
4,Giorgio Oberweger,ITA,50.50,,1,München,Jun 6
5,Wilhelm Schröder,GER,50.44,,1,Berlin,Jul 25
6,Phil Fox(Levy),USA,50.31,,1,Palo Alto,Jun 12
7,Gordon Dunn,USA,49.75,,1,Long Beach,Mar 6
8,Nikolas Syllas,GRE,49.63,,1,Athens,May 7
9,Jenö Kulitzy,HUN,49.39,,1,Budapest,Oct 10
10,Ake Hedvall,SWE,49.35,,1,Västerås,Aug 22
11,Gunnar Bergh,SWE,49.18,,1,Göteborg,Sep 12
12,Harald Andersson,SWE,49.03,,1,Ludvika,May 23
13,József Remetz,HUN,48.83,,1,Rákosliget,Oct 30
14,Jules Noel,FRA,48.82,,2,London,Aug 02
15,Endre Madarasz,HUN,48.75,,1,Budapest,Sep 26
16,Peter Zagar,USA,48.51,,1,Los Angeles,Jun 26
17,Gerhard Hilbrecht,GER,48.37,,2,Berlin,Jul 25
18,Dezsö Józsa,HUN,48.19,,1,Pécs,Oct 02
19,Ernst Lampert,GER,48.11,,1,Augsburg,Aug 29
20,Oskar Erikson,EST,47.84,,1,Tartu,Jun 29
21,Bill Coleman,USA,47.79,,2,Long Beach,Mar 06
22,Otto Wurfelsdobler,GER,47.68,,1,Schweinfurt,Aug 01
23,William Rowe,USA,47.58,,,,
24,Walter Buschey,GER,47.44,,4,Berlin,Jul 25
25,Leonard Holland,USA,47.42,,1,Los Angeles,May 28
