rank,name,nat,perf_0,perf_1,perf_2,city,date
1,John Garrels,USA,42.79,,1,Ann Arbor,May 11
2,Frantisek Soucek,BOH,42.63,,1,Köln,Sep 15
3,György Luntzer,HUN,41.79,,1,Budapest,Jul 29
4,Martin Sheridan,USA,41.70,,1,Long Island,Jun 23
5,Pal Antal,HUN,40.45,,1,Kassa,Aug 20
6,André Tison,FRA,40.43,W-,1,Paris,Jun 30
7,Wilhelm Dörr,GER,40.33,,1,Frankfurt/M.,Jun 14
8,Ralph Rose,USA,39.76,,1,Montréal,Sep 21
9,Karol Kobulszky,HUN,39.51,,1,Kassa,May 12
10,Johan Falchenberg,NOR,39.49,,ex,Hamar,May 22
11,John Messmer,USA,39.38,,1,Chicago,May 25
12,Kàroly Halmos,HUN,39.31,,1,Wien,Sep 29
13,Verner Järvinen,FIN,39.25,bh,-,Helsinki,Sep 1
14,André Desfarges,FRA,39.04,,,Bergerac,Aug 11
15,Jalmari Saxelin,FIN,38.97,bh,-,Helsinki,Oct 6
16,Marquis Horr,USA,38.91,,2,Philadelphia,Apr 27
17,Wilbur Burroughs,USA,38.74,,1,Urbana,May 17
18,Nikolay Gavrilik,FIN,38.70,bh,-,Helsinki,Aug 25
19,Merritt Griffin,USA,38.63,,1,"Chicago, IL",Aug 31
20,Karl Ruben Lundqvist,SWE,38.43,,1,Mariestad,Sep 15
21,J. Kearney,AUS,38.42,,1,Sydney,Oct 07
22,Leander Talbott,USA,38.22,,1,"Washington, PA",May 25
23,Walter L. Steffens,USA,38.16,,1,Lafayette,May 04
24,Arthur K. Dearborn,USA,37.92,,2,New York,Aug 24
25,Eric Lemming,SWE,37.85,,1,,
