rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Verner Järvinen,FIN,44.30,,1,Petersburg,Aug 12
2,Martin Joseph Sheridan,USA,42.04,,3hcp,New York/Celtic Park,Aug 19
3,Emil Welz,GER,41.62,,1,Hannover,Sep 2
4,John Garrels,USA,41.47,,1,Evanston,Jun 2
5,Edwin Parry,USA,41.30,,2,Evanston,Jun 9
6,Viktor Müller,HUN,40.65,,1,Selmecbanya,Jun 3
7,Marius Eynard,FRA,40.03,W-,1,Gentilly,May 13
8,André Tison,FRA,39.85,W-,1,Paris,Oct 21
9,Merritt Griffin,USA,39.49,,1,Chicago,Jun 30
10,Wilhelm Dörr,GER,38.67,ex,-,Frankfurt/M.,Aug 25
11,Wilbur Burroughs,USA,38.55,,1,Lafayette,May 12
12,John Messmer,USA,38.27,,3,Evanston,Jun 02
13,Nicolaos Georgantas,GRE,38.06,,2,Athens,Apr 25
14,Eric Lemming,SWE,37.86,bh,-,Göteborg,Sep 30
15,André Desfarges,FRA,37.65,,,Auch.,Aug 05
16,Turpin,FRA,37.50,,,Autun,Jul 22
17,Leander J. Talbott,USA,37.16,,1,Saint Joseph,May 12
18,David Cable,FIN,36.97,bh,-,Helsinki,Sep 8
19,Arthur K. Dearborn,USA,36.87,,1,Cambridge/MA,May 18
20,Johan Falchenberg,NOR,36.72,bh,-,Kristiania,Sep 1
21,Jakob J. Gummerus,FIN,36.64,bh,-,Kotka,Jul 11
22,Einar Sahlstein,FIN,36.63,bh,-,Kuopio,Jul 12
23,Toimi Arranmaa,FIN,36.50,bh,-,Tampere,Jun 04
24,Otto Nilsson,SWE,36.46,bh,-,Norrköping,Aug 18
25,Robert M. Maxwell,USA,36.38,,1hcp,New York/Celtic Park,Aug 19
