rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Giorgio Oberweger,ITA,51.49,,1,Trieste,May 22
2,Peter Zagar,USA,50.98,,1,Buffalo,Jul 3
3,Ernst Lampert,GER,50.85,,1,Hanau,Jul 17
4,Gunnar Bergh,SWE,50.68,,1,Oslo,Sep 17
5,Phil Fox(Levy),USA,50.23,,2,Buffalo,Jul 3
6,Archie Harris,USA,50.21,,1,Bloomington,Jun
7,Wilhelm Schröder,GER,50.19,,1,Berlin,Aug 13
8,Hugh Cannon,USA,50.03,,3,Buffalo,Jul 3
9,Kalevi Kotkas,FIN,50.02,,1,Stockholm,Jul 20
9,Reidar Sorlie,NOR,50.02,,1,Sarpsborg,Sep 18
11,Kenneth Carpenter,USA,49.90,,1,Long Beach,Mar 05
12,Adrian Davis,USA,49.88,,2,Long Beach,Mar 05
13,Ake Hedvall,SWE,49.69,,1,Stockholm,Aug 27
14,Jenö Kulitzy,HUN,49.60,,1,Sopron,May 15
14,Nikolas Syllas,GRE,49.60,,1,Beograd,Sep 17
16,Woodrow Strode,USA,49.32,,1,Westwood,Mar 19
17,Sergey Lyakhov,URS,49.10,,1,,
18,Adolfo Consolini,ITA,48.87,,2,Firenze,Aug 15
19,Johann Wotapek,AUT,48.68,,1,Wuppertal,Aug 07
20,Gordon Dunn,USA,48.66,,2,Berkeley,Apr 30
21,Whitney Alexander,USA,48.59,,1,Los Angeles,Feb 19
22,Jules Noel,FRA,48.55,,1,Strasbourg,Sep 11
23,Harald Andersson,SWE,48.41,,1,Smedjabacken,Aug 07
24,József Remetz,HUN,48.28,,1,Szolnok,Jul 31
25,Phil Gaspar,USA,48.13,,2,Los Angeles,Apr 23
