rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Fortune Gordien,USA,58.65,,1,Pasadena,May 3
2,Parry O'Brien,USA,56.12,,1,Fresno,May 15
3,Ferenc Klics,HUN,55.79,,1,Budapest,Jul 4
4,Adolfo Consolini,ITA,55.26,,1,Milan,May 22
5,James Dillion,USA,55.06,,1,Milwaukee,Jun 5
6,Boris Matveyev,URS,54.63,,1,Kiev,Sep 13
7,Roland Nilsson,SWE,54.54,,1,Örebro,Jul 18
8,Leon Patterson,USA,54.45,,3,Pasadena,May 3
9,Desmond Koch,USA,54.09,,2,Santa Barbara,Apr 17
10,József Szécsényi,HUN,53.71,,1,Oslo,Aug 3
11,Zdenek Cihak,TCH,53.30,,1,Prague,Oct 24
12,Otto Grigalka,URS,52.81,,1,Kiev,Sep 14
13,Guiseppe Tosi,ITA,52.34,,2,Bern,Aug 28
14,Roy Pella,CAN,52.27,,1,Windsor,May 14
15,Karel Merta,TCH,52.20,,1,Breznice,Sep 12
16,Stephanus du Plessis,RSA,52.16,,,Krugersdorp,Nov 20
17,Ron Drummond,USA,52.14,,1,San Diego,May 11
18,Heinz Rosendahl,FRG,51.71,,1,Remscheid,Jun 13
19,Carol Lindroos,FIN,51.58,,1,Subotica,Oct 06
20,James Cooke,USA,51.20,,1,Baltimore,May 07
21,Karoly Levai,HUN,51.15,,1,Budapest,Sep 05
22,Jack Ellis,USA,51.08,,1,New York,Jun 12
23,Earl Putman,USA,50.78,,1,Ft. Devens,Jun 15
24,Robert Zubtsov,URS,50.75,,1,Moscow,May 23
25,Heino Heinaste,URS,50.65,,,Tallinn,May 30
