rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Attila Horváth,HUN,68.58,,1,Budapest,Jun 24
2,Jürgen Schult,GER,66.08,,1,Halle,May 14
2,Lars Riedel,GER,66.08,,1,Jena,Jun 3
4,Nick Sweeney,IRL,66.00,,1,Helsingborg,Jul 9
5,Vladimir Dubrovshchik,BLR,65.80,,1,Minsk,Jul 21
6,Sergey Lyakhov,RUS,65.58,,1,Moscow,Jul 4
7,Mike Gravelle,USA,65.04,,1,Salinas,May 25
8,Vestein Haftseinsson,ISL,64.92,,1,Helsingborg,Oct 1
9,Vladimir Zinchenko,UKR,64.90,,2,Duisburg,Jun 12
10,Dmitriy Shevchenko,RUS,64.74,,1,Birmingham,Jun 26
11,Vitaliy Sidorov,UKR,64.40,,1,Kiev,Jul 24
12,Virgilijus Alekna,LTU,64.20,,1,Kaunas,May 14
13,Jim Seifert,USA,64.18,,1,Kings Point,Apr 26
13,Tony Washington,USA,64.18,,1,Tucson,May 07
15,Carsten Kufahl,GER,64.08,,1,Dortmund,Jun 25
16,Viktor Baraznovskiy,BLR,63.94,,1,Gomel,May 14
17,Gennadiy Pronko,BLR,63.84,,2,Gomel,May 14
18,Michaël Conjungo,CAF,63.78,,1,Sorgues,Jul 07
19,Dag Solhaug,SWE,63.76,,1,Västerås,Jun 30
20,Costel Grasu,ROU,63.68,,1,Bucharest,Jun 18
21,Svein-Inge Valvik,NOR,63.66,,1,Spikkestad,Oct 08
22,Andriy Kokhanovskiy,UKR,63.58,,1,San Marcos,Apr 30
23,Werner Reiterer,AUS,63.00,,1,Melbourne,Dec 15
24,Alexis Elizarde,CUB,62.74,,1,La Coruña,Jul 12
25,Kristian Pettersson,SWE,62.58,,2,Västerås,Jun 30
