rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Pentti Sinersaari,FIN,93.84,,1,Auckland,Jan 27
2,Antero Puranen,FIN,92.74,,1,Saarijärvi,Jun 24
3,Helmut Schreiber,FRG,92.72,,1,Ulm,Jul 27
4,Ferenc Paragi,HUN,92.14,,1,Koblenz,Sep 6
5,Esa Utrainen,FIN,90.94,,1,Helsinki,Aug 13
6,Wolfgang Hanisch,GDR,90.36,,1,Potsdam,Jul 29
7,Arto Härkönen,FIN,90.18,,1,Budapest,Jul 10
8,Leif Lundmark,SWE,89.92,,1,Karlskrona,Jun 20
9,Klaus Tafelmeier,FRG,89.78,,1,Leverkusen,Sep 22
10,Detlef Michel,GDR,89.74,,1,Leipzig,Jun 2
11,Raimo Pihl,SWE,88.52,,1,Västerås,Jun 26
12,Michael Wessing,FRG,88.36,,2,Ulm,Jul 27
13,Bob Roggy,USA,88.26,,1,San Jose,Apr 14
14,Kenth Eldebrink,SWE,88.24,,1,Piteå,Jul 26
15,Miklos Németh,HUN,88.18,,1,Banská Býstrica,Jun 23
16,Herman Potgieter,RSA,87.62,,1,Port Elizabeth,Feb 17
17,Reidar Lorentzen,NOR,87.32,,1,Bodø,Sep 01
18,Bjørn Grimnes,NOR,86.84,,1,Raufoss,Jun 02
19,Karl Heller,GDR,86.80,,2,Moscow,Jul 24
20,Maomao Shen,CHN,86.50,,1,Tokyo,Jun 02
21,Piotr Bielczyk,POL,86.30,,1,Lüdenscheid,Jun 30
22,Axel Katterle,GDR,86.08,,1,Ostrava,Jun 06
23,Dainis Kula,LAT,86.04,,1,Baku,Sep 22
24,Raul Pupo,CUB,85.96,,1,La Habana,May 06
25,Rod Ewaliko,USA,85.88,,1,Eugene,Jun 02
