rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Jorma Kinnunen,FIN,88.14,,1,Hyvinkää,Jul 8
2,Janis Lusis,URS,86.56,,1,Tbilisi,Oct 25
3,Janusz Sidlo,POL,85.50,,1,Zürich,Jun 29
4,Väinö Kuisma,FIN,85.04,,1,Turku,Oct 3
5,Ari Suppanen,FIN,84.28,,1,Vuohijärvi,Sep 26
6,Gergely Kulcsár,HUN,84.18,,1,Oslo,Aug 22
7,Mart Paama,URS,84.05,,1,Tartu,Sep 25
8,Frank Covelli,USA,83.35,,1,Long Beach,Sep 4
9,Manfred Stolle,GDR,83.28,,2,Helsinki,Jul 28
10,Larry Stuart,USA,82.91,,1,Long Beach,Jul 10
11,Urs von Wartburg,SUI,82.75,,1,Olten,Aug 15
12,Jozef Glogowski,POL,82.41,,1,Warsaw,Jun 05
13,Bengt Perälä,FIN,82.04,,1,Joutsa,Jul 18
14,Michel Macquet,FRA,81.94,,1,Colombes,May 12
15,Terje Pedersen,NOR,81.28,,2,Helsinki,Jun 30
16,Bill Floerke,USA,81.22,,1,Lawrence,Apr 17
17,Franco Radman,ITA,80.89,,1,Rome,Sep 04
18,Willy Rasmussen,NOR,80.72,,2,Helsinki,Aug 17
19,Rolf Herings,FRG,80.56,,1,Heidelberg,May 26
20,Pauli Nevala,FIN,80.04,,1,Pori,Jun 01
21,Eero Tiusanen,FIN,79.88,,1,Vaasa,Sep 12
22,Nick Birks,AUS,79.54,,1,Hobart,Feb 20
23,Treje Thorslund,NOR,79.34,,1,Oslo,Jul 21
24,Aleksandr Baluyev,URS,79.32,,1,Moscow,May 19
25,Josef Dusatko,TCH,79.24,,2,Budapest,Sep 26
