rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Gunnar Lindström,SWE,66.62,,1,Eksjö,Oct 12
2,Yrjö Ekqvist,FIN,65.33,,1,Turku,Sep 14
3,Jonni Myyrä,FIN,63.17,,1,Saint-Gaudens,Jul 20
4,Lee Priester,USA,62.60,,1,Atlanta,Apr 26
5,Erik Blomqvist,SWE,62.38,,1,Stockholm,Jun 19
6,Walter Lüdecke,GER,62.14,,1,Berlin,Jul 16
7,Eugene Oberst,USA,61.74,,1,South Bend,May 24
8,Hugo Lilliér,SWE,61.36,,2,Stockholm,Aug 31
9,Olav Sunde,NOR,61.03,,2,Stockholm,Aug 31
10,Lajos Csejthey,HUN,60.80,,1,Stuttgart,Aug 17
11,Aleksander Klumberg,EST,60.46,,1,Tallinn,Aug 16
12,Carl Schjoll,USA,59.97,,1,Des Moines,Apr 26
13,Vilho Rinne,FIN,59.70,,P,Kuopio,Sep 08
14,Paavo Johansson,FIN,59.43,,1,Viipuri,Sep 14
15,Iivari Yrjölä,FIN,59.40,,P,Tampere,Sep 21
16,Yrjö Lumio,FIN,59.26,,1,Turku,May 18
17,Anatoliy Reshetnikov,URS,59.20,,1,Moscow,Sep 07
18,Karl Kaivola,FIN,59.08,,2,Viipuri,Sep 14
19,Frederick Schildhauer,USA,59.00,,1,Urbana,May 16
20,Eugen Torp,NOR,58.98,,1,Kristiania,May 29
21,Taki N'Dio,FRA,58.89,,1,Rabat,Mar 22
22,Homer Whelchel,USA,58.70,,1,Montgomery,May 10
23,Robert Gibson,USA,58.57,,1,Cambridge (MA),May 31
24,Edward Bench,USA,58.54,,1,Cambridge (MA),May 24
25,Milton Angier,USA,58.49,,1,Berkeley,Apr 19
