rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Eino Penttilä,FIN,69.80,,1,Upsala,Sep 15
2,Gustav Sule,EST,69.54,,1,Tartu,Aug 30
3,Matti Järvinen,FIN,68.43,,1,Viipuri,Jul 24
4,Kenneth Churchill,USA,67.34,,1,Philadelphia,May 30
5,Heikki Nummi,FIN,66.80,,1,Hiitola,Jun 24
6,Paavo Liettu,FIN,66.54,,3,Helsinki,Aug 16
7,Erik Lundqvist,SWE,66.13,,1,Stockholm,Jul 1
8,Kosaku Sumiyoshi,JPN,66.03,,1,Tokyo,Oct 27
9,Matti Sippala,FIN,65.96,,1,Lahti,Sep 27
10,Herbert Steingross,GER,65.04,,1,Beuthen,Aug 16
11,Olav Sunde,NOR,64.88,,1,Oslo,Jun 07
12,Bruno Mäser,GER,64.86,,1,Königsberg,Oct 04
13,James DeMers,USA,64.44,,1,Lincoln,Jul 04
14,Eero Ihanamaki,FIN,64.30,,1,Ilmajoki,Sep 13
15,Niels Møller,DEN,64.05,,1,Esbjerg,Sep 06
16,Gottfried Weimann,GER,63.95,,1,Leipzig,May 17
17,Otto Jurgis,LAT,63.90,,1,Tallinn,Jul 16
18,Heinrich Macke,GER,63.88,,,,
19,Ola Hagen,NOR,63.87,,1,Oslo,Jul 30
20,Eino Inkinen,FIN,63.24,,4,Helsinki,Aug 16
21,Bela Szepes,HUN,62.72,,1,Budapest,Aug 20
22,Akilles Järvinen,FIN,62.67,,2,Tampere,May 31
23,Erling Thronæs,NOR,62.60,,1,Oslo,Aug 23
23,Franciszek Mikrut,POL,62.60,,1,Bruxelles,Oct 11
25,Lee Weldon,USA,62.57,,1,Lawrence,Apr 18
