rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Eino Penttilä,FIN,69.88,,1,Viipuri,Oct 8
2,Stanley Lay,NZL,66.51,,1,Wellington,Dec 26
3,Gunnar Lindström,SWE,65.66,,1,Eksjö,Oct 9
4,Bela Szepes,HUN,64.80,,1,London,Jul 4
5,Bruno Schlokat,GER,64.60,,1,Oslo,Sep 18
6,Paavo Johansson,FIN,63.71,,1,Helsinki,Sep 4
7,Flint Hanner,USA,63.46,,1,Fresno,
8,Albert Lamppu,FIN,63.06,,1,Käkisalmi,Jun 24
9,Vilho Rinne,FIN,62.97,,1,Oulu,Sep 18
10,Heikki Nummi,FIN,62.85,,2,Turku,Aug 21
11,Erik Lundqvist,SWE,62.70,,1,Stockholm,Sep 18
12,Creth Hines,USA,62.67,,1,Philadelphia,May 28
13,James DeMers,USA,62.51,,1,Chicago,Jun 04
13,Olav Sunde,NOR,62.51,,1,Oslo,Jul 08
15,Frans Lahnaviiki,FIN,61.78,,4,Turku,Aug 21
16,Charles Harlow,USA,61.44,,1,Los Angeles,Apr 16
17,Aarne Virén,FIN,61.21,,1,Viipuri,Aug 21
18,C. Stone,USA,61.13,,1,Granville,May 21
19,Johann Meimer,EST,61.08,,2,Hannover,May 26
20,Douglas Graydon,USA,61.03,,1,Chicago,Jun 18
21,Thomas Joaquin,USA,61.01,,1,Palo Alto,Apr 16
22,Emmanuel Degland,FRA,60.97,,1,Paris,Oct 02
23,Doral Pilling,CAN,60.85,,1,Chicago,Jun 11
24,Vincent Moroney,USA,60.68,,2,Philadelphia,May 27
25,Wilmer Rinehart,USA,60.56,,1,Des Moines,Apr 30
