rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Jonni Myyrä,FIN,66.10,,1,Stockholm,Aug 25
2,Paavo Johansson,FIN,64.64,,1,Tampere,Jul 20
3,Hugo Lilliér,SWE,62.20,,1,Karlstad,Aug 17
4,Yngve Häckner,SWE,61.01,,2,Karlstad,Aug 17
5,Helge Løvland,NOR,60.44,bh,-,Stockholm,Aug 31
6,Urho Peltonen,FIN,60.18,,2,Turku,Aug 17
7,Julius Saaristo,FIN,60.16,,1,Mikkeli,Jun 1
8,Lauri Kesäjärvi,FIN,59.24,,,,
9,Hugo Lehtonen,FIN,58.08,,3,Helsinki,Sep 22
10,Erik Blomqvist,SWE,57.89,,3,Karlstad,Aug 17
11,Eric Borgström,SWE,57.80,,-,Malmö,Jul 13
12,Aleksander Klumberg,EST,56.93,,1,Helsinki,Sep 19
13,Yrjö Ekqvist,FIN,56.59,,,Tampere,Jul 20
14,Milton S. Angier,USA,56.52,,1,Camp Dix,Sep 06
15,George A. Bronder,USA,56.22,,1,Jersey City,Aug 23
16,Filip Almqvist,SWE,55.70,,1,Berlin,Sep 7
17,Arthur M. Tuck,USA,55.17,,1,Tacoma,Jul 01
18,Karl Lilliér,SWE,54.86,,-,Stockholm,Jun 5
19,Reidar Bye,NOR,54.79,,1,Kristiania,Aug 24
20,August Olsen,DEN,54.67,,,Stockholm,Aug 31
21,Helmer Ohlsson,SWE,54.53,,,,
22,Henrik Lindh,SWE,54.46,,-,Borås,Sep 07
23,Gunnar Lindström,SWE,54.32,,-,Jönköping,Sep 14
24,Harry Liversedge,USA,54.25,,2,Paris,Jul 03
25,Halvor Øien,NOR,53.71,,1,Tønsberg,Aug 10
