rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Franklin Held,USA,80.41,,1,Pasadena,Aug 8
2,Janusz Sidlo,POL,80.15,,1,Jena,Oct 2
3,Soini Nikkinen,FIN,78.26,,1,Lahti,Oct 10
4,Cyrus Young,USA,78.13,,1,Pasadena,Jul 25
5,Toivo Hyytiäinen,FIN,77.23,,1,Malmö,Aug 4
6,Vladimir Kuznetsov,URS,76.59,,1,Moscow,Jul 14
7,Viktor Tsybulenko,URS,74.93,,1,Skien,Oct 4
8,Pauli Vesterinen,FIN,74.23,,1,Tampere,Sep 7
9,Olavi Kauhanen,FIN,72.47,,2,Tampere,Sep 7
10,Otto Bengtsson,SWE,71.53,,1,Stockholm,Sep 2
11,Erkki Ojamo,FIN,71.29,,2,Helsinki,Jul 22
12,Eino Leppanen,FIN,71.24,,2,Mänttä,Sep 08
13,Aleksandr Gorshkov,URS,71.21,,,,
14,Väinö Kuisma,FIN,70.84,,1,Oslo,Sep 06
15,William Miller,USA,70.77,,1,Camp Lejeune,Jun 13
15,Egil Danielsen,NOR,70.77,,2,Oslo,Sep 06
17,Heiner Will,FRG,69.62,,1,Darmstadt,Sep 20
18,Ricardo Heber,ARG,69.57,,1,Buenos Aires,Nov 07
19,Zbigniew Radziwonowicz,POL,69.51,,3,Bucharest,Aug 07
20,Sandor Krasznai,HUN,69.33,,1,Warsaw,Jul 18
21,Herbert Koschel,FRG,69.05,,1,Augsburg,Jul 25
22,Knut Fredriksson,SWE,68.64,,1,Arvika,Aug 29
23,Gullbrand Sjöström,SWE,67.74,,2,Stockholm,Aug 23
24,Nikolay Andryushchenko,URS,67.73,,,,
25,Dumitru Zamfir,ROU,67.60,,1,Bucharest,Oct 03
