rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Jonni Myyrä,FIN,68.55,,ex,Kristiania,Sep 20
2,Gunnar Lindström,SWE,67.31,,1,Kristiania,Jun 6
3,Olav Sunde,NOR,66.08,,1,Chicago,May 31
4,Henry Bonura,USA,65.19,,1,San Francisco,Jul 4
5,John Kuck,USA,64.81,,2,San Francisco,Jul 4
6,Arthur Cox,USA,63.46,,1,Norman,May 9
7,Anatoliy Reshetnikov,URS,63.04,,1,Moscow,Aug 16
8,Paavo Johansson,FIN,62.72,,1,Viipuri,Aug 16
9,Vilho Rinne,FIN,61.56,,1,Turku,Sep 13
10,Philip Northrup,USA,61.54,,1,Chicago,Jun 13
10,Harry Frieda,USA,61.54,,1,Chicago,Jun 20
12,Hugo Lilliér,SWE,61.52,,1,Stockholm,Aug 30
13,Erik Blomqvist,SWE,61.47,,2,Stockholm,Aug 30
14,Thor Bergland,NOR,60.90,,P,Kristiania,Jun 07
15,John Leyden,USA,60.64,,3,San Francisco,Jul 04
15,Milo Prunar,TCH,60.64,,1,Prague,Aug 22
17,Eugen Torp,NOR,60.55,,-,Kristiania,Jun 06
18,Creth Hines,USA,60.44,,1,Aurora,Jun 13
19,Yrjö Ekqvist,FIN,60.00,,2,Viipuri,Aug 16
20,Henning Höglin,SWE,59.76,,1,Göteborg,Jul 05
21,Charles Eaton,USA,59.74,,4,San Francisco,Jul 04
22,Vaclav Chmelik,TCH,59.15,,2,Prague,Aug 22
22,Yrjö Lumio (Lindholm),FIN,59.15,,2,Turku,Sep 27
24,Kurt Zimmermann,GER,58.88,,1,Stettin,Jul 05
25,Ivar Nilsson,SWE,58.85,,1,Visby,Sep 06
