rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Ivan Riley,USA,54.6,,1,New York,Sep 8
2,Bayes Norton,USA,54.7,e,2,New York,Sep 8
3,Richard Oram,USA,54.8,e,3,New York,Sep 8
4,Erik Wilén,FIN,55.3,,1,København,Jul 10
5,Carl-Axel Christiernsson,SWE,55.9,e,2,Yonkers,Aug 25
6,René Resal,FRA,56.0,,1,Paris,Sep 8
7,Merle Weaver,USA,56.3,*,1,Chicago,Aug 31
7,Martti Jukola,FIN,56.3,,2,Helsinki,Sep 22
9,Sten Pettersson,SWE,56.4,,2,Paris,Sep 8
10,Elemer Somfay,HUN,56.7,,1hp,Budapest,May 11
11,André Foussard,FRA,56.8,,3,Paris,Sep 08
12,Chan Coulter,USA,56.9,*e,2,Chicago,Aug 31
13,Joseph Dallanegra,USA,57.1,*,1,New York,Aug 19
13,Erik Almlöf,SWE,57.1,,4,Paris,Sep 08
13,Richard Honner,AUS,57.1,*,1,Sydney,Nov 10
16,Marcel Hays,FRA,57.2,,1,Paris,Jul 08
17,Roger Viel,FRA,57.3,e,2,Paris,Jul 08
18,Pierre Arnaudin,FRA,57.4,,1,Paris,Jun 10
18,Heinrich Trossbach,GER,57.4,,1,Frankfurt (Main),Aug 18
20,William Boardman,GBR,57.5,*,1h,London,Jul 06
20,L.H. Phillips,GBR,57.5,*e,2h,London,Jul 06
22,Bengt Bengtström,FIN,57.6,,4,Göteborg,Jul 01
22,Luigi Facelli,ITA,57.6,,1,Busto Arsizio,Aug 26
22,Santiago Perez Covarrubias,CHI,57.6,,,,
25,Ernest Scott,AUS,57.7,*e,2,Sydney,Nov 10
