rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Gary Knoke,AUS,49.7,,1,Perth,Mar 27
1,Roberto Frinolli,ITA,49.7,A,1,Mexico City,Oct 18
3,Bob Steele,USA,49.8,*,1s,Bloomington,Jun 17
3,Jim Miller,USA,49.8,*,1,New York,Jun 25
5,Geoff Vanderstock,USA,49.9,*,2,New York,Jun 25
5,Gerhard Lossdörfer,FRG,49.9,,1,Hannover,Aug 7
7,Ken Roche,AUS,50.1,,2,Perth,Mar 27
7,Ron Whitney,USA,50.1,*,4,New York,Jun 25
9,Robert Poirier,FRA,50.3,,1,Paris,Jul 1
9,Horst Gieseler,FRG,50.3,,2,Hannover,Aug 7
11,Edvin Zageris,URS,50.4,,1,Dnepropetrovsk,Aug 14
12,Vance Peterson,USA,50.5,*,1,Los Angeles,Apr 23
12,Richard Johnston,USA,50.5,*,1,Terre Haute,Jun 10
12,Tony Pickett,AUS,50.5,*,2,Terre Haute,Jun 10
12,Jean-Jacques Behm,FRA,50.5,,2,Paris,Jul 01
12,Vasiliy Anisimov,URS,50.5,,1,Minsk,Jul 26
17,John Sherwood,GBR,50.6,,1,Zürich,Jun 30
17,Gerhard Hennige,FRG,50.6,,3,Berlin,Jul 10
19,Roger Johnson,NZL,50.7,*,1,Palo Alto,May 21
19,Peter Warden,GBR,50.7,,2,London,Jun 18
19,Alain Hebrard,FRA,50.7,,3,Colombes,Jul 24
22,Mike Douglas,USA,50.8,*,1,Provo,May 21
22,Wilfried Geeroms,BEL,50.8,,1,Siena,Jun 26
22,Jaako Tuominen,FIN,50.8,,1,Turku,Aug 07
25,Leon Coleman,USA,50.9,*,1,Quantico,May 06
25,David Adkins,USA,50.9,*,1,"Athens, GA",May 14
25,Anatoliy Kazakov,URS,50.9,,2,Leninakan,Oct 03
