rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Sabine Braun,GER,6787,,1,Ratingen,Jun 01
2,Denise Lewis,GBR,6736,,1,Götzis,Jun 01
3,Remigia Nazaroviene,LTU,6566,,3,Athens,Aug 04
4,Mona Steigauf,GER,6546,,1,Catania,Aug 27
5,Urszula Wlodarczyk,POL,6542,,4,Athens,Aug 04
6,Svetlana Moskalets,RUS,6474,,2,Talence,Sep 14
7,Kelly LaBounty,USA,6465,,1,Indianapolis,Jun 12
8,Natalya Sazanovich,BLR,6442,,2,Götzis,Jun 01
9,Irina Vostrikova,RUS,6390,,1,Krasnodar,May 22
10,Marie Collonvillé,FRA,6350,,3,Talence,Sep 14
11,Peggy Beer,GER,6349,,3,Ratingen,Jun 01
12,Tatyana Gordeyeva,RUS,6335,,2,Krasnodar,May 22
13,DeDee Nathan,USA,6317,,2,Indianapolis,Jun 12
14,Kym Carter,USA,6289,,3,Indianapolis,Jun 12
15,Nathalie Teppe,FRA,6242,,11,Athens,Aug 04
16,Ma Miaolan,CHN,6236,,1,Shanghai,Oct 18
17,Tiffany Lott,USA,6211,,1,Bloomington,Jun 05
18,Shen Shengfei,CHN,6185,,2,Shanghai,Oct 18
19,Liu Xing,CHN,6184,,3,Shanghai,Oct 18
20,Diana Koritskaya,RUS,6169,,3,Krasnodar,May 22
21,Kathleen Gutjahr,GER,6130,,1,Turku,Jul 13
22,Karin Specht,GER,6128,,4,Ratingen,Jun 01
23,Heike Blassneck,GER,6123,,2,Wesel,Aug 31
24,Yulia Akulenko,UKR,6117,,2,Turku,Jul 13
25,Liu Bo,CHN,6094,,4,Shanghai,Oct 18
